,Fiscal Year,Region,Gender,Race/Ethnicity,Age Group,Different Race/Ethnicity as Adoptive Parent,Same Race/Ethnicity as Adoptive Parent,Disabling Condition: Drug or Alcohol,Disabling Condition: Emotionally Disturbed,Disabling Condition: Learning Disability,Disabling Condition: Medically Involved,Disabling Condition: Other,Disabling Condition: Physical,Children in Adoption Placements,Children Waiting on Adoption as of 8/31,Total Months Since Termination,Average Months Since Termination of Parental Rights,Removals,Victims,In Foster Care,In Other Substitute Care,In Substitute Care with Non-Relative,In Substitute Care with Relative
331,2012,5-Beaumont,Male,Hispanic,Birth to Five Years Old,5.0,,2.0,,,1.0,,,5,5,19,3.8,8.0,10.0,11.0,4.0,11.0,4.0
332,2012,5-Beaumont,Male,Other,Birth to Five Years Old,6.0,,1.0,,,,,,5,1,1,1.0,10.0,10.0,10.0,4.0,9.0,5.0
333,2012,6-Houston,Female,African American,Birth to Five Years Old,20.0,136.0,36.0,1.0,8.0,7.0,,,156,193,1774,9.191709844559586,10.0,10.0,34.0,40.0,36.0,38.0
334,2012,6-Houston,Female,African American,Six to Twelve Years Old,7.0,69.0,1.0,12.0,11.0,3.0,1.0,1.0,103,152,3854,25.355263157894736,14.0,14.0,33.0,36.0,43.0,26.0
335,2012,6-Houston,Female,Anglo,Birth to Five Years Old,11.0,81.0,15.0,1.0,3.0,5.0,,2.0,81,52,372,7.153846153846154,10.0,10.0,44.0,34.0,48.0,30.0
336,2012,6-Houston,Female,Anglo,Six to Twelve Years Old,15.0,44.0,1.0,2.0,2.0,,,4.0,54,50,855,17.1,14.0,14.0,59.0,45.0,59.0,45.0
337,2012,6-Houston,Female,Hispanic,Birth to Five Years Old,53.0,26.0,11.0,2.0,6.0,3.0,1.0,1.0,98,87,758,8.71264367816092,10.0,10.0,24.0,34.0,33.0,25.0
338,2012,6-Houston,Female,Hispanic,Six to Twelve Years Old,31.0,28.0,2.0,7.0,7.0,1.0,,,62,80,1498,18.725,14.0,14.0,47.0,24.0,41.0,30.0
339,2012,6-Houston,Female,Other,Birth to Five Years Old,25.0,,5.0,,,4.0,1.0,1.0,21,10,65,6.5,10.0,10.0,12.0,19.0,16.0,15.0
340,2012,6-Houston,Female,Other,Six to Twelve Years Old,7.0,,,,1.0,,,,7,14,160,11.428571428571429,14.0,14.0,22.0,10.0,21.0,11.0
341,2012,6-Houston,Male,African American,Birth to Five Years Old,38.0,118.0,44.0,1.0,12.0,15.0,3.0,2.0,183,225,2426,10.782222222222222,10.0,10.0,39.0,36.0,40.0,35.0
342,2012,6-Houston,Male,African American,Six to Twelve Years Old,8.0,61.0,2.0,14.0,21.0,3.0,,,90,191,5016,26.26178010471204,14.0,14.0,49.0,36.0,48.0,37.0
343,2012,6-Houston,Male,Anglo,Birth to Five Years Old,13.0,61.0,13.0,,6.0,6.0,,3.0,78,64,426,6.65625,10.0,10.0,54.0,40.0,52.0,42.0
344,2012,6-Houston,Male,Anglo,Six to Twelve Years Old,11.0,45.0,3.0,15.0,14.0,4.0,,2.0,54,70,1400,20.0,14.0,14.0,58.0,41.0,56.0,43.0
345,2012,6-Houston,Male,Hispanic,Birth to Five Years Old,63.0,42.0,22.0,5.0,13.0,10.0,,4.0,109,108,960,8.88888888888889,10.0,10.0,40.0,33.0,41.0,32.0
346,2012,6-Houston,Male,Hispanic,Six to Twelve Years Old,31.0,17.0,,4.0,12.0,3.0,,2.0,46,95,2405,25.31578947368421,14.0,14.0,49.0,37.0,50.0,36.0
347,2012,6-Houston,Male,Other,Birth to Five Years Old,26.0,,4.0,,1.0,2.0,,1.0,20,21,138,6.571428571428571,10.0,10.0,22.0,18.0,19.0,21.0
348,2012,6-Houston,Male,Other,Six to Twelve Years Old,10.0,,,1.0,1.0,,,,10,25,487,19.48,12.0,14.0,21.0,19.0,24.0,16.0
349,2012,7-Austin,Female,African American,Birth to Five Years Old,10.0,32.0,16.0,1.0,2.0,4.0,,1.0,40,44,295,6.704545454545454,10.0,10.0,45.0,40.0,39.0,46.0
350,2012,7-Austin,Female,African American,Six to Twelve Years Old,4.0,13.0,3.0,2.0,,1.0,,,14,30,433,14.433333333333334,14.0,14.0,44.0,34.0,39.0,39.0
351,2012,7-Austin,Female,Anglo,Birth to Five Years Old,7.0,47.0,7.0,,2.0,2.0,,,49,41,347,8.463414634146341,10.0,10.0,62.0,52.0,57.0,57.0
352,2012,7-Austin,Female,Anglo,Six to Twelve Years Old,4.0,13.0,2.0,7.0,5.0,,,,17,32,498,15.5625,14.0,14.0,64.0,50.0,59.0,55.0
353,2012,7-Austin,Female,Hispanic,Birth to Five Years Old,43.0,32.0,8.0,1.0,4.0,2.0,,,78,45,416,9.244444444444444,10.0,10.0,47.0,55.0,51.0,51.0
354,2012,7-Austin,Female,Hispanic,Six to Twelve Years Old,27.0,10.0,,4.0,2.0,,,,27,39,553,14.179487179487179,14.0,14.0,53.0,47.0,48.0,52.0
355,2012,7-Austin,Female,Other,Birth to Five Years Old,19.0,,4.0,,2.0,3.0,,,17,12,99,8.25,8.0,10.0,17.0,19.0,16.0,20.0
356,2012,7-Austin,Male,African American,Birth to Five Years Old,16.0,22.0,8.0,1.0,6.0,5.0,,,30,43,280,6.511627906976744,10.0,10.0,45.0,32.0,37.0,40.0
357,2012,7-Austin,Male,African American,Six to Twelve Years Old,9.0,18.0,1.0,3.0,6.0,3.0,,,22,33,763,23.12121212121212,14.0,14.0,45.0,19.0,41.0,23.0
358,2012,7-Austin,Male,Anglo,Birth to Five Years Old,15.0,41.0,13.0,2.0,9.0,3.0,1.0,3.0,55,55,375,6.818181818181818,10.0,10.0,71.0,60.0,67.0,64.0
359,2012,7-Austin,Male,Anglo,Six to Twelve Years Old,9.0,27.0,,12.0,12.0,4.0,,1.0,35,37,451,12.18918918918919,14.0,14.0,68.0,49.0,66.0,51.0
360,2012,7-Austin,Male,Hispanic,Birth to Five Years Old,35.0,31.0,23.0,,9.0,2.0,,,61,47,369,7.851063829787234,10.0,10.0,58.0,49.0,53.0,54.0
361,2012,7-Austin,Male,Hispanic,Six to Twelve Years Old,32.0,9.0,1.0,4.0,5.0,2.0,,,33,44,790,17.954545454545453,14.0,14.0,56.0,42.0,55.0,43.0
362,2012,7-Austin,Male,Other,Birth to Five Years Old,16.0,,2.0,,,1.0,,,15,16,68,4.25,10.0,10.0,29.0,21.0,28.0,22.0
363,2012,7-Austin,Male,Other,Six to Twelve Years Old,6.0,,,2.0,3.0,,,,6,7,80,11.428571428571429,14.0,14.0,22.0,11.0,23.0,10.0
364,2012,8-San Antonio,Female,African American,Birth to Five Years Old,17.0,16.0,8.0,1.0,2.0,2.0,1.0,1.0,34,17,201,11.823529411764707,10.0,10.0,15.0,13.0,14.0,14.0
365,2012,8-San Antonio,Female,African American,Six to Twelve Years Old,1.0,6.0,,,1.0,1.0,,1.0,6,18,404,22.444444444444443,14.0,14.0,22.0,13.0,20.0,15.0
366,2012,8-San Antonio,Female,Anglo,Birth to Five Years Old,13.0,30.0,9.0,,1.0,1.0,,1.0,37,27,167,6.185185185185185,10.0,10.0,37.0,27.0,33.0,31.0
367,2012,8-San Antonio,Female,Anglo,Six to Twelve Years Old,4.0,26.0,1.0,3.0,5.0,2.0,,,26,36,883,24.52777777777778,14.0,14.0,51.0,26.0,50.0,27.0
368,2012,8-San Antonio,Female,Hispanic,Birth to Five Years Old,83.0,139.0,60.0,2.0,10.0,10.0,2.0,2.0,216,179,1502,8.391061452513966,10.0,10.0,78.0,68.0,74.0,72.0
369,2012,8-San Antonio,Female,Hispanic,Six to Twelve Years Old,67.0,112.0,8.0,10.0,15.0,6.0,,1.0,178,181,3373,18.635359116022098,14.0,14.0,118.0,83.0,125.0,76.0
370,2012,8-San Antonio,Female,Other,Birth to Five Years Old,13.0,,,,1.0,1.0,,,8,3,11,3.6666666666666665,10.0,10.0,16.0,12.0,18.0,10.0
371,2012,8-San Antonio,Female,Other,Six to Twelve Years Old,5.0,,,,1.0,,,,5,3,69,23.0,12.0,14.0,12.0,6.0,14.0,4.0
372,2012,8-San Antonio,Male,African American,Birth to Five Years Old,20.0,21.0,6.0,1.0,2.0,3.0,,,41,32,288,9.0,10.0,10.0,19.0,7.0,17.0,9.0
373,2012,8-San Antonio,Male,African American,Six to Twelve Years Old,6.0,12.0,1.0,3.0,4.0,,,,18,29,485,16.724137931034484,14.0,14.0,20.0,14.0,21.0,13.0
374,2012,8-San Antonio,Male,Anglo,Birth to Five Years Old,15.0,44.0,14.0,4.0,6.0,3.0,,,59,35,226,6.457142857142857,10.0,10.0,37.0,35.0,36.0,36.0
375,2012,8-San Antonio,Male,Anglo,Six to Twelve Years Old,9.0,19.0,,4.0,7.0,,,,31,36,940,26.11111111111111,14.0,14.0,54.0,31.0,49.0,36.0
376,2012,8-San Antonio,Male,Hispanic,Birth to Five Years Old,97.0,145.0,64.0,4.0,17.0,11.0,,1.0,249,200,1960,9.8,10.0,10.0,85.0,79.0,84.0,80.0
377,2012,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,45.0,100.0,5.0,14.0,31.0,5.0,,1.0,151,196,3957,20.18877551020408,14.0,14.0,115.0,83.0,120.0,78.0
378,2012,8-San Antonio,Male,Other,Birth to Five Years Old,20.0,,2.0,2.0,2.0,,,,10,3,8,2.6666666666666665,10.0,10.0,12.0,11.0,12.0,11.0
379,2012,8-San Antonio,Male,Other,Six to Twelve Years Old,2.0,,,2.0,4.0,,,,5,1,12,12.0,12.0,14.0,12.0,7.0,15.0,4.0
380,2012,9-Midland,Female,African American,Birth to Five Years Old,2.0,4.0,,,,1.0,,1.0,5,4,36,9.0,6.0,10.0,6.0,2.0,6.0,2.0
381,2012,9-Midland,Female,Anglo,Birth to Five Years Old,1.0,4.0,2.0,,,,,,5,14,73,5.214285714285714,10.0,10.0,26.0,20.0,23.0,23.0
382,2012,9-Midland,Female,Anglo,Six to Twelve Years Old,1.0,5.0,1.0,1.0,1.0,,,,6,10,164,16.4,14.0,14.0,23.0,25.0,25.0,23.0
383,2012,9-Midland,Female,Hispanic,Birth to Five Years Old,11.0,7.0,5.0,,2.0,,,,19,22,133,6.045454545454546,10.0,10.0,28.0,19.0,24.0,23.0
384,2012,9-Midland,Female,Hispanic,Six to Twelve Years Old,2.0,5.0,1.0,6.0,3.0,,,,11,15,262,17.466666666666665,14.0,14.0,37.0,27.0,36.0,28.0
385,2012,9-Midland,Male,African American,Birth to Five Years Old,2.0,,1.0,,,,,,2,2,13,6.5,,10.0,4.0,1.0,3.0,2.0
386,2012,9-Midland,Male,Anglo,Birth to Five Years Old,4.0,10.0,6.0,2.0,3.0,1.0,,,16,17,142,8.352941176470589,10.0,10.0,24.0,30.0,24.0,30.0
387,2012,9-Midland,Male,Anglo,Six to Twelve Years Old,1.0,4.0,,2.0,2.0,,,,2,12,193,16.083333333333332,14.0,14.0,33.0,17.0,35.0,15.0
388,2012,9-Midland,Male,Hispanic,Birth to Five Years Old,12.0,10.0,5.0,1.0,5.0,2.0,,1.0,27,30,260,8.666666666666666,10.0,10.0,46.0,26.0,45.0,27.0
389,2012,9-Midland,Male,Hispanic,Six to Twelve Years Old,6.0,3.0,,1.0,1.0,,,,7,16,255,15.9375,14.0,14.0,42.0,16.0,39.0,19.0
390,2013,1-Lubbock,Female,African American,Birth to Five Years Old,5.0,6.0,2.0,,,1.0,,,10,16,98,6.125,10.0,10.0,15.0,8.0,15.0,8.0
391,2013,1-Lubbock,Female,African American,Six to Twelve Years Old,,6.0,,3.0,2.0,2.0,,,8,11,135,12.272727272727273,14.0,14.0,26.0,11.0,29.0,8.0
392,2013,1-Lubbock,Female,Anglo,Birth to Five Years Old,4.0,12.0,3.0,,1.0,,,,15,17,104,6.117647058823529,10.0,10.0,36.0,17.0,36.0,17.0
393,2013,1-Lubbock,Female,Anglo,Six to Twelve Years Old,2.0,16.0,1.0,3.0,4.0,2.0,,,16,16,234,14.625,14.0,14.0,41.0,11.0,39.0,13.0
394,2013,1-Lubbock,Female,Hispanic,Birth to Five Years Old,22.0,14.0,6.0,,,1.0,,,38,47,340,7.23404255319149,10.0,10.0,53.0,33.0,55.0,31.0
395,2013,1-Lubbock,Female,Hispanic,Six to Twelve Years Old,16.0,15.0,1.0,1.0,1.0,1.0,,,33,52,754,14.5,14.0,14.0,72.0,33.0,78.0,27.0
396,2013,1-Lubbock,Male,African American,Birth to Five Years Old,6.0,3.0,3.0,,,,,,9,20,123,6.15,10.0,10.0,20.0,9.0,19.0,10.0
397,2013,1-Lubbock,Male,African American,Six to Twelve Years Old,2.0,,1.0,1.0,1.0,,,,7,19,445,23.42105263157895,12.0,14.0,26.0,10.0,29.0,7.0
398,2013,1-Lubbock,Male,Anglo,Birth to Five Years Old,3.0,20.0,6.0,,3.0,2.0,,,26,23,176,7.6521739130434785,10.0,10.0,35.0,24.0,36.0,23.0
399,2013,1-Lubbock,Male,Anglo,Six to Twelve Years Old,3.0,17.0,1.0,1.0,6.0,3.0,,,24,24,768,32.0,12.0,14.0,39.0,13.0,42.0,10.0
400,2013,1-Lubbock,Male,Hispanic,Birth to Five Years Old,21.0,23.0,8.0,1.0,3.0,2.0,,,48,51,332,6.509803921568627,10.0,10.0,49.0,42.0,52.0,39.0
401,2013,1-Lubbock,Male,Hispanic,Six to Twelve Years Old,12.0,10.0,,5.0,6.0,1.0,,1.0,26,48,666,13.875,14.0,14.0,60.0,36.0,62.0,34.0
402,2013,1-Lubbock,Male,Other,Birth to Five Years Old,6.0,,1.0,,,,,,5,9,42,4.666666666666667,10.0,10.0,15.0,6.0,12.0,9.0
403,2013,10-El Paso,Female,Anglo,Six to Twelve Years Old,1.0,,,1.0,1.0,,,,1,2,33,16.5,6.0,14.0,7.0,2.0,6.0,3.0
404,2013,10-El Paso,Female,Hispanic,Birth to Five Years Old,7.0,10.0,1.0,2.0,2.0,,,,17,19,155,8.157894736842104,10.0,10.0,13.0,9.0,11.0,11.0
405,2013,10-El Paso,Female,Hispanic,Six to Twelve Years Old,6.0,5.0,,3.0,5.0,1.0,,,11,24,307,12.791666666666666,14.0,14.0,17.0,7.0,16.0,8.0
406,2013,10-El Paso,Male,Anglo,Birth to Five Years Old,2.0,2.0,1.0,,,1.0,,,4,5,14,2.8,10.0,10.0,7.0,3.0,7.0,3.0
407,2013,10-El Paso,Male,Anglo,Six to Twelve Years Old,,2.0,,,2.0,,,,2,3,11,3.6666666666666665,12.0,14.0,7.0,2.0,6.0,3.0
408,2013,10-El Paso,Male,Hispanic,Birth to Five Years Old,7.0,21.0,4.0,1.0,2.0,1.0,,1.0,28,19,241,12.68421052631579,10.0,10.0,10.0,6.0,10.0,6.0
409,2013,10-El Paso,Male,Hispanic,Six to Twelve Years Old,4.0,5.0,,2.0,4.0,1.0,,,9,28,617,22.035714285714285,14.0,14.0,19.0,8.0,17.0,10.0
410,2013,11-Edinburg,Female,Anglo,Birth to Five Years Old,2.0,3.0,2.0,,,,,,4,7,101,14.428571428571429,10.0,10.0,12.0,7.0,13.0,6.0
411,2013,11-Edinburg,Female,Hispanic,Birth to Five Years Old,7.0,19.0,13.0,1.0,1.0,2.0,,3.0,29,30,344,11.466666666666667,10.0,10.0,74.0,48.0,71.0,51.0
412,2013,11-Edinburg,Female,Hispanic,Six to Twelve Years Old,9.0,9.0,1.0,1.0,2.0,,,,24,51,1271,24.92156862745098,14.0,14.0,92.0,51.0,96.0,47.0
413,2013,11-Edinburg,Male,Anglo,Birth to Five Years Old,3.0,1.0,1.0,,,,,,4,8,30,3.75,10.0,10.0,22.0,8.0,22.0,8.0
414,2013,11-Edinburg,Male,Anglo,Six to Twelve Years Old,,4.0,,,1.0,1.0,,,3,3,109,36.333333333333336,14.0,14.0,18.0,5.0,16.0,7.0
415,2013,11-Edinburg,Male,Hispanic,Birth to Five Years Old,12.0,20.0,10.0,,4.0,4.0,,1.0,41,36,456,12.666666666666666,10.0,10.0,72.0,54.0,72.0,54.0
416,2013,11-Edinburg,Male,Hispanic,Six to Twelve Years Old,5.0,17.0,2.0,4.0,4.0,1.0,,1.0,27,56,1553,27.732142857142858,14.0,14.0,95.0,58.0,98.0,55.0
417,2013,2-Abilene,Female,African American,Birth to Five Years Old,1.0,1.0,,,,1.0,,,3,1,22,22.0,8.0,10.0,5.0,4.0,6.0,3.0
418,2013,2-Abilene,Female,Anglo,Birth to Five Years Old,1.0,14.0,4.0,1.0,2.0,2.0,,,16,11,105,9.545454545454545,10.0,10.0,35.0,20.0,29.0,26.0
419,2013,2-Abilene,Female,Anglo,Six to Twelve Years Old,1.0,7.0,,1.0,1.0,,,,8,13,262,20.153846153846153,14.0,14.0,36.0,23.0,33.0,26.0
420,2013,2-Abilene,Male,Anglo,Birth to Five Years Old,5.0,20.0,7.0,,,1.0,,,26,10,54,5.4,10.0,10.0,37.0,22.0,32.0,27.0
421,2013,2-Abilene,Male,Anglo,Six to Twelve Years Old,1.0,8.0,2.0,3.0,3.0,1.0,,,8,8,212,26.5,14.0,14.0,38.0,19.0,36.0,21.0
422,2013,2-Abilene,Male,Hispanic,Birth to Five Years Old,17.0,2.0,5.0,,,1.0,,,19,7,49,7.0,10.0,10.0,20.0,15.0,17.0,18.0
423,2013,2-Abilene,Male,Hispanic,Six to Twelve Years Old,6.0,,,3.0,3.0,,,,6,9,169,18.77777777777778,12.0,14.0,21.0,22.0,19.0,24.0
424,2013,2-Abilene,Male,Other,Birth to Five Years Old,3.0,,1.0,,,,,,1,1,9,9.0,2.0,10.0,1.0,5.0,,6.0
425,2013,3-Arlington,Female,African American,Birth to Five Years Old,18.0,36.0,25.0,2.0,4.0,3.0,1.0,1.0,61,49,519,10.591836734693878,10.0,10.0,39.0,29.0,34.0,34.0
426,2013,3-Arlington,Female,African American,Six to Twelve Years Old,2.0,28.0,1.0,8.0,5.0,1.0,,1.0,29,60,1259,20.983333333333334,14.0,14.0,51.0,25.0,45.0,31.0
427,2013,3-Arlington,Female,Anglo,Birth to Five Years Old,16.0,75.0,27.0,2.0,7.0,6.0,,1.0,98,75,410,5.466666666666667,10.0,10.0,81.0,71.0,82.0,70.0
428,2013,3-Arlington,Female,Anglo,Six to Twelve Years Old,5.0,46.0,1.0,7.0,7.0,2.0,,,57,60,920,15.333333333333334,14.0,14.0,88.0,77.0,93.0,72.0
429,2013,3-Arlington,Female,Asian,Birth to Five Years Old,1.0,,,,,1.0,,,1,1,3,3.0,4.0,10.0,4.0,,4.0,
430,2013,3-Arlington,Female,Hispanic,Birth to Five Years Old,37.0,22.0,19.0,4.0,8.0,3.0,,,61,57,416,7.298245614035087,10.0,10.0,62.0,39.0,62.0,39.0
431,2013,3-Arlington,Female,Hispanic,Six to Twelve Years Old,30.0,15.0,,4.0,6.0,1.0,,1.0,35,46,783,17.02173913043478,14.0,14.0,60.0,35.0,56.0,39.0
432,2013,3-Arlington,Female,Other,Birth to Five Years Old,23.0,,3.0,1.0,,1.0,,,15,17,145,8.529411764705882,10.0,10.0,20.0,19.0,20.0,19.0
433,2013,3-Arlington,Male,African American,Birth to Five Years Old,24.0,40.0,21.0,3.0,5.0,5.0,2.0,,65,58,555,9.568965517241379,10.0,10.0,46.0,26.0,39.0,33.0
434,2013,3-Arlington,Male,African American,Six to Twelve Years Old,4.0,27.0,3.0,6.0,12.0,3.0,,,36,53,1492,28.150943396226417,14.0,14.0,48.0,29.0,48.0,29.0
435,2013,3-Arlington,Male,Anglo,Birth to Five Years Old,23.0,111.0,36.0,3.0,11.0,6.0,,1.0,128,86,549,6.383720930232558,10.0,10.0,92.0,75.0,85.0,82.0
436,2013,3-Arlington,Male,Anglo,Six to Twelve Years Old,10.0,40.0,2.0,14.0,15.0,2.0,,1.0,59,55,774,14.072727272727272,14.0,14.0,97.0,68.0,101.0,64.0
437,2013,3-Arlington,Male,Asian,Birth to Five Years Old,1.0,,1.0,,,,,,1,1,15,15.0,4.0,10.0,3.0,2.0,3.0,2.0
438,2013,3-Arlington,Male,Hispanic,Birth to Five Years Old,44.0,27.0,20.0,3.0,13.0,4.0,1.0,1.0,77,49,420,8.571428571428571,10.0,10.0,64.0,40.0,57.0,47.0
439,2013,3-Arlington,Male,Hispanic,Six to Twelve Years Old,24.0,11.0,2.0,3.0,7.0,3.0,,1.0,29,50,1248,24.96,14.0,14.0,57.0,37.0,56.0,38.0
440,2013,3-Arlington,Male,Other,Birth to Five Years Old,41.0,,3.0,1.0,3.0,2.0,,,27,15,128,8.533333333333333,10.0,10.0,26.0,21.0,27.0,20.0
441,2013,3-Arlington,Male,Other,Six to Twelve Years Old,10.0,,2.0,3.0,2.0,1.0,,,10,14,304,21.714285714285715,14.0,14.0,25.0,16.0,26.0,15.0
442,2013,4-Tyler,Female,African American,Birth to Five Years Old,5.0,11.0,4.0,,2.0,3.0,,,17,15,130,8.666666666666666,10.0,10.0,17.0,28.0,21.0,24.0
443,2013,4-Tyler,Female,African American,Six to Twelve Years Old,1.0,9.0,2.0,4.0,5.0,,,,13,12,454,37.833333333333336,14.0,14.0,21.0,19.0,25.0,15.0
444,2013,4-Tyler,Female,Anglo,Birth to Five Years Old,8.0,46.0,10.0,,6.0,6.0,,2.0,55,32,200,6.25,10.0,10.0,53.0,57.0,59.0,51.0
445,2013,4-Tyler,Female,Anglo,Six to Twelve Years Old,1.0,13.0,,2.0,2.0,2.0,,,17,38,349,9.18421052631579,14.0,14.0,68.0,59.0,75.0,52.0
446,2013,4-Tyler,Female,Hispanic,Birth to Five Years Old,13.0,1.0,5.0,,3.0,5.0,,,14,9,53,5.888888888888889,10.0,10.0,18.0,16.0,17.0,17.0
447,2013,4-Tyler,Female,Hispanic,Six to Twelve Years Old,4.0,,,1.0,,1.0,,,7,5,75,15.0,14.0,14.0,26.0,15.0,31.0,10.0
448,2013,4-Tyler,Female,Other,Birth to Five Years Old,11.0,,2.0,,1.0,1.0,,,9,5,46,9.2,10.0,10.0,12.0,16.0,11.0,17.0
449,2013,4-Tyler,Female,Other,Six to Twelve Years Old,3.0,,,2.0,2.0,,,,4,1,4,4.0,12.0,14.0,7.0,12.0,8.0,11.0
450,2013,4-Tyler,Male,African American,Birth to Five Years Old,9.0,8.0,3.0,,3.0,3.0,,,21,11,173,15.727272727272727,10.0,10.0,20.0,25.0,24.0,21.0
451,2013,4-Tyler,Male,African American,Six to Twelve Years Old,2.0,5.0,1.0,1.0,5.0,1.0,,,16,15,394,26.266666666666666,14.0,14.0,26.0,18.0,32.0,12.0
452,2013,4-Tyler,Male,Anglo,Birth to Five Years Old,6.0,41.0,11.0,4.0,8.0,5.0,,2.0,49,31,202,6.516129032258065,10.0,10.0,51.0,56.0,57.0,50.0
453,2013,4-Tyler,Male,Anglo,Six to Twelve Years Old,1.0,27.0,1.0,4.0,8.0,1.0,,,30,35,641,18.314285714285713,14.0,14.0,79.0,45.0,82.0,42.0
454,2013,4-Tyler,Male,Hispanic,Birth to Five Years Old,13.0,3.0,4.0,1.0,1.0,3.0,,1.0,15,9,79,8.777777777777779,10.0,10.0,19.0,15.0,21.0,13.0
455,2013,4-Tyler,Male,Hispanic,Six to Twelve Years Old,5.0,,,2.0,2.0,,,,8,6,90,15.0,14.0,14.0,20.0,8.0,23.0,5.0
456,2013,4-Tyler,Male,Other,Birth to Five Years Old,8.0,,3.0,,,,,,8,8,37,4.625,10.0,10.0,21.0,15.0,23.0,13.0
457,2013,4-Tyler,Male,Other,Six to Twelve Years Old,3.0,,,1.0,,,,,2,4,107,26.75,14.0,14.0,13.0,7.0,15.0,5.0
458,2013,5-Beaumont,Female,African American,Birth to Five Years Old,2.0,14.0,5.0,,2.0,2.0,,1.0,16,18,245,13.61111111111111,10.0,10.0,26.0,8.0,24.0,10.0
459,2013,5-Beaumont,Female,African American,Six to Twelve Years Old,,8.0,1.0,1.0,3.0,,,,7,10,109,10.9,8.0,14.0,16.0,12.0,17.0,11.0
460,2013,5-Beaumont,Female,Anglo,Birth to Five Years Old,,28.0,5.0,,3.0,2.0,,,30,17,75,4.411764705882353,10.0,10.0,36.0,18.0,31.0,23.0
461,2013,5-Beaumont,Female,Anglo,Six to Twelve Years Old,,15.0,3.0,5.0,7.0,,,,18,11,186,16.90909090909091,14.0,14.0,25.0,22.0,27.0,20.0
462,2013,5-Beaumont,Female,Hispanic,Birth to Five Years Old,6.0,,1.0,,2.0,1.0,,,6,3,17,5.666666666666667,8.0,10.0,5.0,5.0,5.0,5.0
463,2013,5-Beaumont,Male,African American,Birth to Five Years Old,6.0,16.0,3.0,,4.0,3.0,,1.0,22,8,58,7.25,10.0,10.0,27.0,10.0,26.0,11.0
464,2013,5-Beaumont,Male,African American,Six to Twelve Years Old,,8.0,,1.0,2.0,,,,9,9,147,16.333333333333332,12.0,14.0,23.0,13.0,26.0,10.0
465,2013,5-Beaumont,Male,Anglo,Birth to Five Years Old,2.0,22.0,6.0,1.0,3.0,3.0,,,25,11,35,3.1818181818181817,10.0,10.0,32.0,21.0,32.0,21.0
466,2013,5-Beaumont,Male,Anglo,Six to Twelve Years Old,,11.0,,1.0,8.0,,,,13,14,240,17.142857142857142,14.0,14.0,40.0,16.0,41.0,15.0
467,2013,5-Beaumont,Male,Hispanic,Birth to Five Years Old,2.0,4.0,,,,1.0,,,6,4,21,5.25,10.0,10.0,3.0,5.0,3.0,5.0
468,2013,5-Beaumont,Male,Hispanic,Six to Twelve Years Old,5.0,1.0,,1.0,3.0,,,,6,1,19,19.0,8.0,14.0,8.0,,8.0,
469,2013,5-Beaumont,Male,Other,Birth to Five Years Old,7.0,,1.0,,,1.0,,,8,5,27,5.4,4.0,10.0,9.0,6.0,10.0,5.0
470,2013,6-Houston,Female,African American,Birth to Five Years Old,26.0,151.0,31.0,,4.0,11.0,,2.0,156,150,1554,10.36,10.0,10.0,31.0,30.0,28.0,33.0
471,2013,6-Houston,Female,African American,Six to Twelve Years Old,11.0,89.0,2.0,9.0,13.0,8.0,,1.0,93,117,2773,23.700854700854702,14.0,14.0,41.0,32.0,39.0,34.0
472,2013,6-Houston,Female,Anglo,Birth to Five Years Old,7.0,57.0,10.0,,2.0,4.0,,,62,58,394,6.793103448275862,10.0,10.0,45.0,40.0,42.0,43.0
473,2013,6-Houston,Female,Anglo,Six to Twelve Years Old,9.0,30.0,1.0,,3.0,1.0,,1.0,34,47,674,14.340425531914894,14.0,14.0,51.0,39.0,50.0,40.0
474,2013,6-Houston,Female,Hispanic,Birth to Five Years Old,59.0,38.0,12.0,1.0,1.0,1.0,1.0,,85,94,744,7.914893617021277,10.0,10.0,31.0,31.0,33.0,29.0
475,2013,6-Houston,Female,Hispanic,Six to Twelve Years Old,27.0,24.0,2.0,5.0,4.0,2.0,,,65,55,1200,21.818181818181817,14.0,14.0,37.0,32.0,43.0,26.0
476,2013,6-Houston,Female,Other,Birth to Five Years Old,15.0,,3.0,,,1.0,,,10,12,93,7.75,10.0,10.0,17.0,16.0,13.0,20.0
477,2013,6-Houston,Female,Other,Six to Twelve Years Old,11.0,,,1.0,2.0,,,,11,12,136,11.333333333333334,12.0,14.0,22.0,14.0,18.0,18.0
478,2013,6-Houston,Male,African American,Birth to Five Years Old,29.0,148.0,55.0,,8.0,11.0,2.0,3.0,183,154,1348,8.753246753246753,10.0,10.0,31.0,25.0,26.0,30.0
479,2013,6-Houston,Male,African American,Six to Twelve Years Old,12.0,100.0,3.0,13.0,29.0,7.0,2.0,1.0,111,155,4139,26.703225806451613,14.0,14.0,51.0,33.0,55.0,29.0
480,2013,6-Houston,Male,Anglo,Birth to Five Years Old,18.0,57.0,10.0,2.0,4.0,4.0,,1.0,74,62,394,6.354838709677419,10.0,10.0,52.0,40.0,49.0,43.0
481,2013,6-Houston,Male,Anglo,Six to Twelve Years Old,5.0,30.0,1.0,8.0,10.0,3.0,,,37,70,1472,21.02857142857143,14.0,14.0,64.0,43.0,65.0,42.0
