,Fiscal Year,Region,Gender,Race/Ethnicity,Age Group,Different Race/Ethnicity as Adoptive Parent,Same Race/Ethnicity as Adoptive Parent,Disabling Condition: Drug or Alcohol,Disabling Condition: Emotionally Disturbed,Disabling Condition: Learning Disability,Disabling Condition: Medically Involved,Disabling Condition: Other,Disabling Condition: Physical,Children in Adoption Placements,Children Waiting on Adoption as of 8/31,Total Months Since Termination,Average Months Since Termination of Parental Rights,Removals,Victims,In Foster Care,In Other Substitute Care,In Substitute Care with Non-Relative,In Substitute Care with Relative
1021,2017,5-Beaumont,Male,Other,Six to Twelve Years Old,3.0,,,2.0,3.0,,,,4,4,70,17.5,14.0,14.0,6.0,9.0,6.0,9.0
1022,2017,6-Houston,Female,African American,Birth to Five Years Old,24.0,79.0,9.0,3.0,6.0,7.0,,2.0,100,133,1070,8.045112781954888,10.0,10.0,38.0,24.0,37.0,25.0
1023,2017,6-Houston,Female,African American,Six to Twelve Years Old,9.0,49.0,1.0,8.0,9.0,4.0,,1.0,54,104,1540,14.807692307692308,14.0,14.0,38.0,26.0,39.0,25.0
1024,2017,6-Houston,Female,Anglo,Birth to Five Years Old,16.0,44.0,13.0,,2.0,,,,50,61,474,7.770491803278689,10.0,10.0,59.0,36.0,45.0,50.0
1025,2017,6-Houston,Female,Anglo,Six to Twelve Years Old,10.0,24.0,,1.0,3.0,,,,29,44,419,9.522727272727273,14.0,14.0,67.0,34.0,54.0,47.0
1026,2017,6-Houston,Female,Asian,Six to Twelve Years Old,,1.0,,1.0,,,,,1,4,36,9.0,8.0,13.0,3.0,1.0,1.0,3.0
1027,2017,6-Houston,Female,Hispanic,Birth to Five Years Old,33.0,31.0,3.0,2.0,2.0,2.0,,1.0,63,79,545,6.89873417721519,10.0,10.0,39.0,36.0,34.0,41.0
1028,2017,6-Houston,Female,Hispanic,Six to Twelve Years Old,27.0,9.0,3.0,2.0,2.0,1.0,,,31,62,914,14.741935483870968,14.0,14.0,48.0,31.0,41.0,38.0
1029,2017,6-Houston,Female,Other,Birth to Five Years Old,26.0,,2.0,,1.0,2.0,,,21,14,108,7.714285714285714,10.0,10.0,18.0,17.0,13.0,22.0
1030,2017,6-Houston,Female,Other,Six to Twelve Years Old,12.0,,1.0,2.0,3.0,1.0,,1.0,9,9,207,23.0,14.0,14.0,15.0,11.0,15.0,11.0
1031,2017,6-Houston,Male,African American,Birth to Five Years Old,31.0,60.0,12.0,2.0,10.0,6.0,,,101,149,1367,9.174496644295303,10.0,10.0,41.0,31.0,36.0,36.0
1032,2017,6-Houston,Male,African American,Six to Twelve Years Old,15.0,33.0,1.0,8.0,13.0,5.0,,1.0,40,116,3243,27.95689655172414,14.0,14.0,51.0,22.0,42.0,31.0
1033,2017,6-Houston,Male,Anglo,Birth to Five Years Old,12.0,43.0,7.0,1.0,4.0,1.0,,,47,64,407,6.359375,10.0,10.0,59.0,39.0,49.0,49.0
1034,2017,6-Houston,Male,Anglo,Six to Twelve Years Old,12.0,29.0,,3.0,17.0,2.0,,,31,50,926,18.52,14.0,14.0,78.0,45.0,69.0,54.0
1035,2017,6-Houston,Male,Asian,Six to Twelve Years Old,4.0,,,3.0,1.0,,,,4,2,15,7.5,8.0,14.0,6.0,,5.0,1.0
1036,2017,6-Houston,Male,Hispanic,Birth to Five Years Old,43.0,35.0,8.0,,8.0,6.0,,1.0,75,73,539,7.383561643835616,10.0,10.0,48.0,32.0,43.0,37.0
1037,2017,6-Houston,Male,Hispanic,Six to Twelve Years Old,30.0,15.0,2.0,5.0,6.0,2.0,,1.0,37,65,1053,16.2,14.0,14.0,60.0,32.0,53.0,39.0
1038,2017,6-Houston,Male,Other,Birth to Five Years Old,27.0,,2.0,,1.0,1.0,,,21,21,181,8.619047619047619,8.0,10.0,18.0,17.0,15.0,20.0
1039,2017,6-Houston,Male,Other,Six to Twelve Years Old,12.0,,2.0,2.0,3.0,,,,11,13,498,38.30769230769231,14.0,14.0,21.0,14.0,18.0,17.0
1040,2017,7-Austin,Female,African American,Birth to Five Years Old,15.0,28.0,5.0,1.0,2.0,1.0,,,42,41,348,8.487804878048781,10.0,10.0,35.0,39.0,34.0,40.0
1041,2017,7-Austin,Female,African American,Six to Twelve Years Old,10.0,30.0,,1.0,5.0,1.0,,,32,27,447,16.555555555555557,14.0,14.0,37.0,34.0,34.0,37.0
1042,2017,7-Austin,Female,Anglo,Birth to Five Years Old,19.0,73.0,17.0,,6.0,4.0,,3.0,96,53,323,6.09433962264151,10.0,10.0,70.0,63.0,57.0,76.0
1043,2017,7-Austin,Female,Anglo,Six to Twelve Years Old,9.0,51.0,3.0,6.0,6.0,,,,57,62,583,9.403225806451612,14.0,14.0,76.0,66.0,70.0,72.0
1044,2017,7-Austin,Female,Hispanic,Birth to Five Years Old,59.0,28.0,17.0,,5.0,1.0,,1.0,81,87,483,5.551724137931035,10.0,10.0,46.0,55.0,47.0,54.0
1045,2017,7-Austin,Female,Hispanic,Six to Twelve Years Old,32.0,20.0,2.0,3.0,6.0,,,,49,57,851,14.929824561403509,14.0,14.0,59.0,59.0,57.0,61.0
1046,2017,7-Austin,Female,Other,Birth to Five Years Old,23.0,,4.0,,,1.0,,1.0,20,11,49,4.454545454545454,10.0,10.0,19.0,25.0,15.0,29.0
1047,2017,7-Austin,Male,African American,Birth to Five Years Old,24.0,29.0,6.0,,1.0,,,,50,55,336,6.109090909090909,10.0,10.0,32.0,40.0,30.0,42.0
1048,2017,7-Austin,Male,African American,Six to Twelve Years Old,6.0,17.0,,1.0,1.0,,,,21,36,611,16.97222222222222,14.0,14.0,47.0,29.0,41.0,35.0
1049,2017,7-Austin,Male,Anglo,Birth to Five Years Old,28.0,67.0,18.0,5.0,11.0,5.0,,1.0,92,55,217,3.9454545454545453,10.0,10.0,71.0,60.0,58.0,73.0
1050,2017,7-Austin,Male,Anglo,Six to Twelve Years Old,12.0,36.0,2.0,7.0,7.0,2.0,,,47,48,553,11.520833333333334,14.0,14.0,66.0,65.0,67.0,64.0
1051,2017,7-Austin,Male,Hispanic,Birth to Five Years Old,57.0,36.0,9.0,1.0,3.0,2.0,,1.0,88,85,540,6.352941176470588,10.0,10.0,51.0,56.0,42.0,65.0
1052,2017,7-Austin,Male,Hispanic,Six to Twelve Years Old,31.0,23.0,3.0,7.0,6.0,,,,51,66,729,11.045454545454545,14.0,14.0,60.0,65.0,61.0,64.0
1053,2017,7-Austin,Male,Other,Birth to Five Years Old,14.0,,1.0,,,,,,10,14,111,7.928571428571429,10.0,10.0,20.0,21.0,18.0,23.0
1054,2017,7-Austin,Male,Other,Six to Twelve Years Old,9.0,,1.0,,,,,,7,9,163,18.11111111111111,14.0,14.0,14.0,16.0,10.0,20.0
1055,2017,8-San Antonio,Female,African American,Birth to Five Years Old,12.0,7.0,5.0,,,,,,18,12,61,5.083333333333333,10.0,10.0,25.0,7.0,18.0,14.0
1056,2017,8-San Antonio,Female,African American,Six to Twelve Years Old,3.0,1.0,1.0,2.0,1.0,,,,5,21,306,14.571428571428571,14.0,14.0,28.0,8.0,20.0,16.0
1057,2017,8-San Antonio,Female,Anglo,Birth to Five Years Old,14.0,26.0,13.0,1.0,9.0,3.0,,,38,21,149,7.095238095238095,10.0,10.0,38.0,32.0,31.0,39.0
1058,2017,8-San Antonio,Female,Anglo,Six to Twelve Years Old,6.0,18.0,2.0,4.0,3.0,1.0,,,27,35,395,11.285714285714286,14.0,14.0,53.0,35.0,44.0,44.0
1059,2017,8-San Antonio,Female,Hispanic,Birth to Five Years Old,72.0,111.0,48.0,3.0,13.0,4.0,1.0,2.0,190,187,1073,5.737967914438503,10.0,10.0,98.0,63.0,92.0,69.0
1060,2017,8-San Antonio,Female,Hispanic,Six to Twelve Years Old,46.0,82.0,6.0,15.0,6.0,2.0,,,128,150,1684,11.226666666666667,14.0,14.0,114.0,69.0,102.0,81.0
1061,2017,8-San Antonio,Female,Other,Birth to Five Years Old,11.0,,3.0,,2.0,,,1.0,7,7,60,8.571428571428571,10.0,10.0,17.0,14.0,15.0,16.0
1062,2017,8-San Antonio,Female,Other,Six to Twelve Years Old,1.0,,1.0,1.0,1.0,,,,2,8,62,7.75,12.0,14.0,11.0,9.0,12.0,8.0
1063,2017,8-San Antonio,Male,African American,Birth to Five Years Old,7.0,9.0,7.0,,,1.0,,,18,19,85,4.473684210526316,10.0,10.0,18.0,13.0,18.0,13.0
1064,2017,8-San Antonio,Male,African American,Six to Twelve Years Old,4.0,11.0,,4.0,5.0,,,,13,20,317,15.85,14.0,14.0,30.0,8.0,25.0,13.0
1065,2017,8-San Antonio,Male,Anglo,Birth to Five Years Old,14.0,22.0,16.0,2.0,6.0,7.0,,2.0,37,22,118,5.363636363636363,10.0,10.0,44.0,22.0,36.0,30.0
1066,2017,8-San Antonio,Male,Anglo,Six to Twelve Years Old,11.0,23.0,2.0,5.0,11.0,1.0,,,33,36,786,21.833333333333332,14.0,14.0,67.0,35.0,62.0,40.0
1067,2017,8-San Antonio,Male,Hispanic,Birth to Five Years Old,80.0,126.0,51.0,1.0,15.0,7.0,,4.0,209,210,1438,6.847619047619047,10.0,10.0,91.0,68.0,83.0,76.0
1068,2017,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,45.0,90.0,7.0,17.0,20.0,5.0,,2.0,131,190,2929,15.41578947368421,14.0,14.0,128.0,75.0,118.0,85.0
1069,2017,8-San Antonio,Male,Other,Birth to Five Years Old,11.0,,,,2.0,3.0,,2.0,9,6,61,10.166666666666666,10.0,10.0,16.0,9.0,12.0,13.0
1070,2017,8-San Antonio,Male,Other,Six to Twelve Years Old,5.0,,,1.0,1.0,1.0,,,6,5,95,19.0,14.0,14.0,10.0,8.0,8.0,10.0
1071,2017,9-Midland,Female,African American,Six to Twelve Years Old,1.0,1.0,,,1.0,,,,2,1,26,26.0,6.0,13.0,4.0,2.0,3.0,3.0
1072,2017,9-Midland,Female,Anglo,Birth to Five Years Old,7.0,11.0,,,,,,1.0,21,11,50,4.545454545454546,10.0,10.0,22.0,22.0,22.0,22.0
1073,2017,9-Midland,Female,Anglo,Six to Twelve Years Old,1.0,13.0,,,1.0,,,,18,8,197,24.625,14.0,14.0,17.0,17.0,14.0,20.0
1074,2017,9-Midland,Female,Hispanic,Birth to Five Years Old,20.0,10.0,4.0,1.0,1.0,2.0,,,29,22,83,3.772727272727273,10.0,10.0,26.0,29.0,24.0,31.0
1075,2017,9-Midland,Female,Hispanic,Six to Twelve Years Old,15.0,5.0,,2.0,1.0,,,,20,14,209,14.928571428571429,14.0,14.0,30.0,33.0,33.0,30.0
1076,2017,9-Midland,Male,African American,Birth to Five Years Old,4.0,3.0,1.0,,,,,,10,2,29,14.5,10.0,10.0,6.0,7.0,7.0,6.0
1077,2017,9-Midland,Male,Anglo,Birth to Five Years Old,6.0,15.0,4.0,,1.0,,,,29,8,55,6.875,10.0,10.0,16.0,21.0,17.0,20.0
1078,2017,9-Midland,Male,Anglo,Six to Twelve Years Old,2.0,12.0,1.0,1.0,1.0,,,,15,8,158,19.75,14.0,14.0,28.0,10.0,26.0,12.0
1079,2017,9-Midland,Male,Hispanic,Birth to Five Years Old,17.0,17.0,4.0,2.0,2.0,2.0,,,35,18,109,6.055555555555555,10.0,10.0,30.0,39.0,32.0,37.0
1080,2017,9-Midland,Male,Hispanic,Six to Twelve Years Old,13.0,8.0,2.0,2.0,5.0,,,,20,35,747,21.34285714285714,14.0,14.0,44.0,37.0,43.0,38.0
1081,2018,1-Lubbock,Female,African American,Birth to Five Years Old,9.0,6.0,1.0,,1.0,,,,15,12,81,6.75,10.0,10.0,13.0,9.0,12.0,10.0
1082,2018,1-Lubbock,Female,African American,Six to Twelve Years Old,3.0,2.0,1.0,1.0,,,,,7,9,308,34.22222222222222,12.0,14.0,21.0,4.0,22.0,3.0
1083,2018,1-Lubbock,Female,Anglo,Birth to Five Years Old,9.0,27.0,10.0,1.0,4.0,1.0,,,41,23,90,3.9130434782608696,10.0,10.0,33.0,21.0,31.0,23.0
1084,2018,1-Lubbock,Female,Anglo,Six to Twelve Years Old,8.0,12.0,2.0,2.0,1.0,,,,26,19,269,14.157894736842104,14.0,14.0,33.0,28.0,36.0,25.0
1085,2018,1-Lubbock,Female,Hispanic,Birth to Five Years Old,32.0,26.0,7.0,1.0,4.0,4.0,,2.0,67,48,294,6.125,10.0,10.0,43.0,47.0,48.0,42.0
1086,2018,1-Lubbock,Female,Hispanic,Six to Twelve Years Old,23.0,19.0,,3.0,3.0,2.0,,1.0,51,54,700,12.962962962962964,14.0,14.0,55.0,50.0,67.0,38.0
1087,2018,1-Lubbock,Female,Other,Birth to Five Years Old,5.0,,1.0,,,,,,4,5,22,4.4,10.0,10.0,8.0,14.0,8.0,14.0
1088,2018,1-Lubbock,Female,Other,Six to Twelve Years Old,1.0,,,1.0,,,,,2,4,11,2.75,14.0,14.0,11.0,8.0,9.0,10.0
1089,2018,1-Lubbock,Male,African American,Birth to Five Years Old,11.0,7.0,6.0,,1.0,,,1.0,21,12,107,8.916666666666666,10.0,10.0,16.0,11.0,17.0,10.0
1090,2018,1-Lubbock,Male,Anglo,Birth to Five Years Old,7.0,26.0,8.0,,3.0,5.0,,1.0,36,24,141,5.875,10.0,10.0,32.0,23.0,30.0,25.0
1091,2018,1-Lubbock,Male,Anglo,Six to Twelve Years Old,7.0,14.0,,1.0,3.0,,,,21,30,357,11.9,14.0,14.0,42.0,32.0,43.0,31.0
1092,2018,1-Lubbock,Male,Hispanic,Birth to Five Years Old,41.0,23.0,13.0,,2.0,4.0,,,66,59,329,5.576271186440678,10.0,10.0,64.0,46.0,63.0,47.0
1093,2018,1-Lubbock,Male,Hispanic,Six to Twelve Years Old,17.0,16.0,2.0,,6.0,2.0,,,37,71,868,12.225352112676056,14.0,14.0,61.0,44.0,64.0,41.0
1094,2018,1-Lubbock,Male,Other,Birth to Five Years Old,10.0,,1.0,,1.0,,,,8,2,10,5.0,8.0,10.0,7.0,7.0,7.0,7.0
1095,2018,10-El Paso,Female,Anglo,Six to Twelve Years Old,1.0,,,1.0,1.0,,,,1,1,1,1.0,2.0,14.0,4.0,1.0,4.0,1.0
1096,2018,10-El Paso,Female,Hispanic,Birth to Five Years Old,8.0,7.0,,,2.0,1.0,,,14,10,77,7.7,10.0,10.0,10.0,7.0,10.0,7.0
1097,2018,10-El Paso,Male,Hispanic,Birth to Five Years Old,4.0,11.0,3.0,,,1.0,,,14,16,54,3.375,10.0,10.0,11.0,6.0,11.0,6.0
1098,2018,11-Edinburg,Female,Anglo,Birth to Five Years Old,2.0,5.0,2.0,,1.0,,,,6,2,14,7.0,10.0,10.0,25.0,8.0,23.0,10.0
1099,2018,11-Edinburg,Female,Anglo,Six to Twelve Years Old,3.0,2.0,,,1.0,,,,8,7,144,20.571428571428573,14.0,14.0,14.0,11.0,16.0,9.0
1100,2018,11-Edinburg,Female,Hispanic,Birth to Five Years Old,19.0,38.0,15.0,,1.0,3.0,,,62,51,318,6.235294117647059,10.0,10.0,79.0,51.0,73.0,57.0
1101,2018,11-Edinburg,Female,Hispanic,Six to Twelve Years Old,14.0,25.0,1.0,5.0,5.0,,,,39,60,1398,23.3,14.0,14.0,75.0,56.0,72.0,59.0
1102,2018,11-Edinburg,Male,Anglo,Birth to Five Years Old,10.0,8.0,4.0,2.0,4.0,2.0,,,16,4,13,3.25,10.0,10.0,14.0,9.0,13.0,10.0
1103,2018,11-Edinburg,Male,Anglo,Six to Twelve Years Old,2.0,2.0,,1.0,1.0,,,,4,15,199,13.266666666666667,14.0,14.0,17.0,8.0,16.0,9.0
1104,2018,11-Edinburg,Male,Hispanic,Birth to Five Years Old,20.0,36.0,11.0,1.0,5.0,2.0,,,64,73,615,8.424657534246576,10.0,10.0,84.0,54.0,79.0,59.0
1105,2018,11-Edinburg,Male,Hispanic,Six to Twelve Years Old,5.0,25.0,,5.0,7.0,1.0,,,31,72,2296,31.88888888888889,14.0,14.0,93.0,58.0,90.0,61.0
1106,2018,2-Abilene,Female,African American,Six to Twelve Years Old,1.0,,,1.0,,,,,2,3,38,12.666666666666666,12.0,14.0,10.0,9.0,10.0,9.0
1107,2018,2-Abilene,Female,Anglo,Birth to Five Years Old,4.0,22.0,6.0,,2.0,,,,24,19,134,7.052631578947368,10.0,10.0,47.0,30.0,35.0,42.0
1108,2018,2-Abilene,Female,Anglo,Six to Twelve Years Old,3.0,3.0,,2.0,3.0,,,,9,20,380,19.0,14.0,14.0,52.0,29.0,43.0,38.0
1109,2018,2-Abilene,Female,Hispanic,Birth to Five Years Old,19.0,4.0,3.0,,,1.0,,,23,21,98,4.666666666666667,10.0,10.0,24.0,25.0,22.0,27.0
1110,2018,2-Abilene,Female,Hispanic,Six to Twelve Years Old,6.0,5.0,1.0,4.0,7.0,,,,20,17,126,7.411764705882353,14.0,14.0,28.0,35.0,29.0,34.0
1111,2018,2-Abilene,Female,Other,Birth to Five Years Old,7.0,,3.0,,,,,1.0,8,2,2,1.0,10.0,10.0,10.0,13.0,11.0,12.0
1112,2018,2-Abilene,Male,African American,Birth to Five Years Old,1.0,1.0,1.0,,,,,,2,7,61,8.714285714285714,10.0,10.0,15.0,8.0,13.0,10.0
1113,2018,2-Abilene,Male,Anglo,Birth to Five Years Old,7.0,22.0,9.0,3.0,6.0,3.0,,,29,22,128,5.818181818181818,10.0,10.0,38.0,36.0,27.0,47.0
1114,2018,2-Abilene,Male,Anglo,Six to Twelve Years Old,2.0,7.0,,3.0,6.0,1.0,,1.0,14,20,191,9.55,14.0,14.0,50.0,32.0,48.0,34.0
1115,2018,2-Abilene,Male,Hispanic,Birth to Five Years Old,19.0,5.0,3.0,1.0,1.0,1.0,,,24,23,168,7.304347826086956,10.0,10.0,17.0,32.0,17.0,32.0
1116,2018,2-Abilene,Male,Hispanic,Six to Twelve Years Old,6.0,4.0,1.0,3.0,4.0,,,,17,8,218,27.25,14.0,14.0,27.0,26.0,22.0,31.0
1117,2018,2-Abilene,Male,Other,Birth to Five Years Old,4.0,,,,,1.0,,,6,4,58,14.5,10.0,10.0,10.0,7.0,11.0,6.0
1118,2018,2-Abilene,Male,Other,Six to Twelve Years Old,1.0,,,1.0,1.0,,,,1,7,113,16.142857142857142,12.0,14.0,16.0,5.0,13.0,8.0
1119,2018,3-Arlington,Female,African American,Birth to Five Years Old,36.0,44.0,16.0,3.0,2.0,4.0,,,79,59,617,10.457627118644067,10.0,10.0,48.0,39.0,37.0,50.0
1120,2018,3-Arlington,Female,African American,Six to Twelve Years Old,11.0,21.0,,10.0,4.0,2.0,,1.0,35,32,673,21.03125,14.0,14.0,57.0,39.0,50.0,46.0
1121,2018,3-Arlington,Female,Anglo,Birth to Five Years Old,27.0,96.0,30.0,2.0,13.0,4.0,,2.0,121,77,542,7.038961038961039,10.0,10.0,98.0,68.0,90.0,76.0
1122,2018,3-Arlington,Female,Anglo,Six to Twelve Years Old,18.0,52.0,2.0,7.0,6.0,,,1.0,68,65,767,11.8,14.0,14.0,114.0,70.0,111.0,73.0
1123,2018,3-Arlington,Female,Hispanic,Birth to Five Years Old,68.0,32.0,18.0,2.0,8.0,4.0,,1.0,97,50,419,8.38,10.0,10.0,55.0,31.0,52.0,34.0
1124,2018,3-Arlington,Female,Hispanic,Six to Twelve Years Old,48.0,16.0,1.0,3.0,4.0,2.0,,1.0,53,37,607,16.405405405405407,14.0,14.0,73.0,39.0,64.0,48.0
1125,2018,3-Arlington,Female,Other,Birth to Five Years Old,31.0,,2.0,,,1.0,,,24,19,94,4.947368421052632,10.0,10.0,34.0,28.0,39.0,23.0
1126,2018,3-Arlington,Female,Other,Six to Twelve Years Old,11.0,,,2.0,,1.0,,,10,12,127,10.583333333333334,14.0,14.0,29.0,20.0,27.0,22.0
1127,2018,3-Arlington,Male,African American,Birth to Five Years Old,51.0,46.0,12.0,1.0,4.0,4.0,,,97,81,633,7.814814814814815,10.0,10.0,66.0,43.0,57.0,52.0
1128,2018,3-Arlington,Male,African American,Six to Twelve Years Old,17.0,19.0,,7.0,10.0,1.0,,,43,67,1868,27.880597014925375,14.0,14.0,76.0,46.0,72.0,50.0
1129,2018,3-Arlington,Male,Anglo,Birth to Five Years Old,35.0,108.0,21.0,,3.0,4.0,,4.0,134,71,354,4.985915492957746,10.0,10.0,102.0,69.0,95.0,76.0
1130,2018,3-Arlington,Male,Anglo,Six to Twelve Years Old,22.0,61.0,5.0,4.0,16.0,1.0,,1.0,79,67,1607,23.98507462686567,14.0,14.0,117.0,63.0,111.0,69.0
1131,2018,3-Arlington,Male,Hispanic,Birth to Five Years Old,82.0,27.0,16.0,1.0,7.0,3.0,,,106,59,642,10.88135593220339,10.0,10.0,75.0,40.0,63.0,52.0
1132,2018,3-Arlington,Male,Hispanic,Six to Twelve Years Old,41.0,14.0,,6.0,9.0,1.0,,,48,55,1008,18.327272727272728,14.0,14.0,69.0,42.0,62.0,49.0
1133,2018,3-Arlington,Male,Other,Birth to Five Years Old,41.0,,6.0,,,,,,31,27,162,6.0,10.0,10.0,32.0,27.0,27.0,32.0
1134,2018,3-Arlington,Male,Other,Six to Twelve Years Old,24.0,,,4.0,6.0,,,,18,15,320,21.333333333333332,14.0,14.0,29.0,20.0,30.0,19.0
1135,2018,4-Tyler,Female,African American,Birth to Five Years Old,3.0,4.0,1.0,,,1.0,,,9,14,113,8.071428571428571,10.0,10.0,34.0,38.0,32.0,40.0
1136,2018,4-Tyler,Female,African American,Six to Twelve Years Old,1.0,3.0,1.0,,,,,,4,9,138,15.333333333333334,14.0,14.0,17.0,27.0,15.0,29.0
1137,2018,4-Tyler,Female,Anglo,Birth to Five Years Old,7.0,44.0,7.0,,3.0,7.0,,,47,56,349,6.232142857142857,10.0,10.0,73.0,58.0,70.0,61.0
1138,2018,4-Tyler,Female,Anglo,Six to Twelve Years Old,9.0,24.0,1.0,5.0,7.0,,,,34,42,535,12.738095238095237,14.0,14.0,67.0,52.0,67.0,52.0
1139,2018,4-Tyler,Female,Hispanic,Six to Twelve Years Old,3.0,,,,1.0,,,,1,9,127,14.11111111111111,14.0,14.0,13.0,16.0,14.0,15.0
1140,2018,4-Tyler,Female,Other,Birth to Five Years Old,10.0,,3.0,,,1.0,,,8,10,64,6.4,10.0,10.0,24.0,16.0,18.0,22.0
1141,2018,4-Tyler,Male,African American,Birth to Five Years Old,8.0,8.0,4.0,,2.0,2.0,,1.0,17,14,168,12.0,10.0,10.0,34.0,36.0,32.0,38.0
1142,2018,4-Tyler,Male,African American,Six to Twelve Years Old,6.0,6.0,,1.0,2.0,1.0,,1.0,10,9,100,11.11111111111111,14.0,14.0,31.0,25.0,31.0,25.0
1143,2018,4-Tyler,Male,Anglo,Birth to Five Years Old,7.0,38.0,7.0,2.0,9.0,7.0,,3.0,49,52,262,5.038461538461538,10.0,10.0,80.0,61.0,77.0,64.0
1144,2018,4-Tyler,Male,Anglo,Six to Twelve Years Old,8.0,21.0,1.0,5.0,8.0,3.0,,1.0,31,54,845,15.648148148148149,14.0,14.0,74.0,66.0,74.0,66.0
1145,2018,4-Tyler,Male,Hispanic,Birth to Five Years Old,11.0,3.0,1.0,,2.0,,,,10,8,51,6.375,10.0,10.0,19.0,16.0,19.0,16.0
1146,2018,4-Tyler,Male,Hispanic,Six to Twelve Years Old,9.0,1.0,,3.0,1.0,,,,8,16,251,15.6875,14.0,14.0,28.0,17.0,28.0,17.0
1147,2018,4-Tyler,Male,Other,Birth to Five Years Old,15.0,,2.0,1.0,1.0,1.0,,,11,8,51,6.375,10.0,10.0,14.0,25.0,14.0,25.0
1148,2018,4-Tyler,Male,Other,Six to Twelve Years Old,6.0,,,1.0,1.0,,,,8,6,36,6.0,14.0,14.0,18.0,13.0,18.0,13.0
1149,2018,5-Beaumont,Female,African American,Birth to Five Years Old,3.0,17.0,1.0,,3.0,1.0,,,22,21,174,8.285714285714286,10.0,10.0,25.0,21.0,22.0,24.0
1150,2018,5-Beaumont,Female,Anglo,Birth to Five Years Old,1.0,36.0,6.0,,2.0,,,,37,28,198,7.071428571428571,10.0,10.0,48.0,38.0,47.0,39.0
1151,2018,5-Beaumont,Female,Anglo,Six to Twelve Years Old,,24.0,2.0,3.0,1.0,1.0,,,23,30,395,13.166666666666666,14.0,14.0,48.0,43.0,48.0,43.0
1152,2018,5-Beaumont,Female,Hispanic,Birth to Five Years Old,7.0,3.0,1.0,,,1.0,,,10,7,36,5.142857142857143,8.0,10.0,11.0,8.0,10.0,9.0
1153,2018,5-Beaumont,Male,African American,Birth to Five Years Old,3.0,20.0,2.0,,,1.0,,1.0,23,9,71,7.888888888888889,10.0,10.0,26.0,24.0,28.0,22.0
1154,2018,5-Beaumont,Male,African American,Six to Twelve Years Old,1.0,7.0,1.0,3.0,2.0,,,,8,17,307,18.058823529411764,12.0,14.0,25.0,20.0,26.0,19.0
1155,2018,5-Beaumont,Male,Anglo,Birth to Five Years Old,3.0,33.0,8.0,1.0,2.0,2.0,,2.0,34,35,167,4.771428571428571,10.0,10.0,54.0,41.0,52.0,43.0
1156,2018,5-Beaumont,Male,Anglo,Six to Twelve Years Old,1.0,14.0,,4.0,3.0,1.0,,,17,21,178,8.476190476190476,14.0,14.0,54.0,40.0,57.0,37.0
1157,2018,5-Beaumont,Male,Hispanic,Birth to Five Years Old,5.0,2.0,,,,1.0,,,7,3,20,6.666666666666667,10.0,10.0,12.0,5.0,11.0,6.0
1158,2018,5-Beaumont,Male,Hispanic,Six to Twelve Years Old,2.0,,1.0,,,,,,2,7,98,14.0,8.0,14.0,9.0,10.0,9.0,10.0
1159,2018,5-Beaumont,Male,Other,Birth to Five Years Old,7.0,,2.0,,,,,,4,6,40,6.666666666666667,10.0,10.0,5.0,6.0,5.0,6.0
1160,2018,6-Houston,Female,African American,Birth to Five Years Old,36.0,71.0,9.0,1.0,4.0,3.0,,1.0,121,124,1042,8.403225806451612,10.0,10.0,35.0,33.0,37.0,31.0
1161,2018,6-Houston,Female,African American,Six to Twelve Years Old,3.0,47.0,1.0,5.0,6.0,5.0,,,53,101,1761,17.435643564356436,14.0,14.0,43.0,37.0,41.0,39.0
1162,2018,6-Houston,Female,Anglo,Birth to Five Years Old,20.0,53.0,8.0,,5.0,3.0,,,77,68,551,8.102941176470589,10.0,10.0,50.0,43.0,39.0,54.0
1163,2018,6-Houston,Female,Anglo,Six to Twelve Years Old,8.0,32.0,1.0,7.0,9.0,1.0,,,42,48,531,11.0625,14.0,14.0,67.0,38.0,60.0,45.0
1164,2018,6-Houston,Female,Hispanic,Birth to Five Years Old,48.0,30.0,12.0,,4.0,3.0,,1.0,88,99,875,8.83838383838384,10.0,10.0,41.0,38.0,40.0,39.0
1165,2018,6-Houston,Female,Hispanic,Six to Twelve Years Old,28.0,15.0,1.0,6.0,5.0,3.0,,1.0,55,99,1147,11.585858585858587,14.0,14.0,57.0,52.0,59.0,50.0
1166,2018,6-Houston,Female,Other,Birth to Five Years Old,21.0,,1.0,,,,,,18,14,63,4.5,10.0,10.0,18.0,15.0,14.0,19.0
1167,2018,6-Houston,Female,Other,Six to Twelve Years Old,5.0,,,1.0,1.0,,,,4,10,210,21.0,14.0,14.0,22.0,14.0,17.0,19.0
1168,2018,6-Houston,Male,African American,Birth to Five Years Old,41.0,91.0,15.0,,10.0,7.0,,3.0,143,163,1420,8.71165644171779,10.0,10.0,40.0,34.0,35.0,39.0
1169,2018,6-Houston,Male,African American,Six to Twelve Years Old,11.0,40.0,3.0,8.0,15.0,1.0,,,63,120,3476,28.966666666666665,14.0,14.0,55.0,38.0,55.0,38.0
1170,2018,6-Houston,Male,Anglo,Birth to Five Years Old,13.0,43.0,12.0,,5.0,4.0,,1.0,64,70,499,7.128571428571429,10.0,10.0,58.0,39.0,45.0,52.0
