,Different Race/Ethnicity as Adoptive Parent,Same Race/Ethnicity as Adoptive Parent,Disabling Condition: Drug or Alcohol,Disabling Condition: Emotionally Disturbed,Disabling Condition: Learning Disability,Disabling Condition: Medically Involved,Disabling Condition: Other,Disabling Condition: Physical,Children in Adoption Placements,Children Waiting on Adoption as of 8/31,Total Months Since Termination,Average Months Since Termination of Parental Rights,Removals,Victims,In Foster Care,In Other Substitute Care,In Substitute Care with Non-Relative,In Substitute Care with Relative,Number of Consummated Adoptions,Number of Kids in Substitute Care,Percent of Kids in Consummated Adoptions,Fiscal Year_2010,Fiscal Year_2011,Fiscal Year_2012,Fiscal Year_2013,Fiscal Year_2014,Fiscal Year_2015,Fiscal Year_2016,Fiscal Year_2017,Fiscal Year_2018,Fiscal Year_2019,Region_1-Lubbock,Region_10-El Paso,Region_11-Edinburg,Region_2-Abilene,Region_3-Arlington,Region_4-Tyler,Region_5-Beaumont,Region_6-Houston,Region_7-Austin,Region_8-San Antonio,Region_9-Midland,Race/Ethnicity_African American,Race/Ethnicity_Anglo,Race/Ethnicity_Asian,Race/Ethnicity_Hispanic,Race/Ethnicity_Other,Age Group_Birth to Five Years Old,Age Group_Six to Twelve Years Old,Age Group_Thirteen to Seventeen Years Old,Gender_Female,Gender_Male
959,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2,11,343,31.181818181818183,8.0,10.0,35.0,15.0,38.0,12.0,2.0,50.0,3.8461538461538463,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
960,7.0,6.0,4.0,0.0,3.0,1.0,0.0,1.0,13,8,103,12.875,10.0,10.0,21.0,14.0,18.0,17.0,13.0,35.0,27.083333333333332,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
961,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11,193,17.545454545454547,14.0,14.0,23.0,16.0,21.0,18.0,0.0,39.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
962,3.0,23.0,4.0,2.0,3.0,3.0,0.0,1.0,25,9,67,7.4444444444444455,10.0,10.0,27.0,22.0,20.0,29.0,26.0,49.0,34.66666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
963,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,5,13,196,15.076923076923075,14.0,14.0,40.0,22.0,37.0,25.0,0.0,62.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
964,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,7,255,36.42857142857143,10.0,10.0,29.0,11.0,31.0,9.0,0.0,40.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
965,6.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,7,7,50,7.142857142857142,10.0,10.0,24.0,11.0,19.0,16.0,8.0,35.0,18.6046511627907,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
966,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,9,16,406,25.375,14.0,14.0,32.0,16.0,31.0,17.0,9.0,48.0,15.789473684210526,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
967,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2,2,2,1.0,8.0,14.0,7.0,5.0,6.0,6.0,0.0,12.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
968,24.0,40.0,10.0,1.0,1.0,2.0,0.0,0.0,62,58,472,8.137931034482758,10.0,10.0,42.0,33.0,37.0,38.0,64.0,75.0,46.043165467625904,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
969,3.0,29.0,3.0,2.0,2.0,1.0,0.0,0.0,32,65,1277,19.646153846153847,14.0,14.0,52.0,24.0,45.0,31.0,32.0,76.0,29.629629629629626,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
970,1.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,5,38,2036,53.57894736842106,10.0,10.0,55.0,19.0,59.0,15.0,7.0,74.0,8.641975308641975,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
971,21.0,130.0,32.0,1.0,14.0,5.0,0.0,2.0,140,60,477,7.95,10.0,10.0,81.0,59.0,71.0,69.0,151.0,140.0,51.890034364261176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
972,14.0,58.0,1.0,9.0,12.0,2.0,0.0,1.0,78,62,881,14.209677419354836,14.0,14.0,99.0,72.0,101.0,70.0,72.0,171.0,29.629629629629626,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
973,5.0,20.0,1.0,9.0,8.0,0.0,1.0,1.0,26,54,1254,23.222222222222218,10.0,10.0,101.0,43.0,105.0,39.0,25.0,144.0,14.792899408284024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
974,67.0,27.0,25.0,1.0,8.0,5.0,0.0,2.0,91,51,383,7.509803921568627,10.0,10.0,59.0,32.0,50.0,41.0,94.0,91.0,50.810810810810814,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
975,41.0,14.0,0.0,3.0,3.0,2.0,0.0,0.0,49,54,756,14.0,14.0,14.0,66.0,43.0,68.0,41.0,55.0,109.0,33.53658536585366,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
976,12.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,9,33,1282,38.84848484848485,10.0,10.0,59.0,23.0,62.0,20.0,13.0,82.0,13.684210526315791,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
977,24.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,20,15,107,7.133333333333334,10.0,10.0,29.0,23.0,26.0,26.0,0.0,52.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
978,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10,18,386,21.444444444444443,12.0,14.0,23.0,19.0,20.0,22.0,0.0,42.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
979,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3,16,768,48.0,10.0,10.0,23.0,7.0,24.0,6.0,0.0,30.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
980,30.0,58.0,17.0,1.0,9.0,9.0,0.0,1.0,90,62,515,8.306451612903226,10.0,10.0,43.0,27.0,39.0,31.0,88.0,70.0,55.69620253164557,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
981,1.0,30.0,3.0,1.0,3.0,0.0,0.0,0.0,27,67,1359,20.283582089552237,14.0,14.0,59.0,32.0,56.0,35.0,31.0,91.0,25.40983606557377,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
982,2.0,10.0,0.0,4.0,6.0,2.0,0.0,1.0,12,35,1953,55.8,10.0,10.0,54.0,16.0,57.0,13.0,12.0,70.0,14.634146341463413,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
983,33.0,116.0,33.0,6.0,16.0,8.0,0.0,0.0,144,81,651,8.037037037037036,10.0,10.0,102.0,63.0,91.0,74.0,149.0,165.0,47.452229299363054,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
984,12.0,56.0,3.0,7.0,12.0,1.0,0.0,0.0,63,103,1690,16.407766990291258,14.0,14.0,122.0,67.0,116.0,73.0,68.0,189.0,26.459143968871597,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
985,0.0,12.0,2.0,5.0,5.0,0.0,0.0,0.0,13,76,2758,36.28947368421053,10.0,10.0,113.0,31.0,120.0,24.0,0.0,144.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
986,57.0,20.0,14.0,0.0,5.0,4.0,0.0,0.0,77,67,615,9.17910447761194,10.0,10.0,60.0,35.0,50.0,45.0,77.0,95.0,44.76744186046512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
987,24.0,9.0,2.0,6.0,7.0,0.0,0.0,0.0,32,49,951,19.40816326530612,14.0,14.0,66.0,34.0,61.0,39.0,33.0,100.0,24.81203007518797,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
988,9.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,13,42,2170,51.66666666666666,10.0,10.0,59.0,22.0,67.0,14.0,12.0,81.0,12.903225806451612,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
989,31.0,0.0,7.0,0.0,2.0,3.0,0.0,0.0,27,11,60,5.454545454545454,10.0,10.0,29.0,23.0,27.0,25.0,0.0,52.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
990,9.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,10,21,507,24.142857142857146,14.0,14.0,36.0,14.0,34.0,16.0,0.0,50.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
991,7.0,5.0,3.0,1.0,3.0,2.0,1.0,0.0,12,10,94,9.4,10.0,10.0,16.0,28.0,16.0,28.0,12.0,44.0,21.428571428571427,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
992,3.0,7.0,1.0,3.0,4.0,1.0,0.0,0.0,11,4,56,14.0,12.0,14.0,18.0,19.0,21.0,16.0,10.0,37.0,21.27659574468085,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
993,7.0,31.0,8.0,2.0,7.0,2.0,0.0,2.0,47,41,235,5.7317073170731705,10.0,10.0,58.0,71.0,67.0,62.0,38.0,129.0,22.75449101796407,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
994,0.0,22.0,0.0,6.0,4.0,0.0,0.0,0.0,29,36,470,13.055555555555555,14.0,14.0,72.0,57.0,77.0,52.0,0.0,129.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
995,1.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,12,16,479,29.9375,10.0,10.0,67.0,37.0,82.0,22.0,8.0,104.0,7.142857142857142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
996,5.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,10,9,72,8.0,10.0,10.0,22.0,15.0,24.0,13.0,7.0,37.0,15.909090909090908,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
997,7.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,10,10,230,23.0,14.0,14.0,23.0,22.0,24.0,21.0,8.0,45.0,15.09433962264151,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
998,6.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,8,20,125,6.25,10.0,10.0,23.0,33.0,24.0,32.0,8.0,56.0,12.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
999,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,4,11,245,22.272727272727273,14.0,14.0,28.0,26.0,30.0,24.0,5.0,54.0,8.47457627118644,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1000,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,3,8,587,73.375,8.0,10.0,23.0,7.0,26.0,4.0,3.0,30.0,9.090909090909092,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1001,6.0,37.0,3.0,1.0,3.0,3.0,0.0,1.0,43,47,332,7.0638297872340425,10.0,10.0,69.0,63.0,73.0,59.0,43.0,132.0,24.571428571428573,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1002,3.0,26.0,2.0,9.0,11.0,1.0,0.0,0.0,38,46,797,17.32608695652174,14.0,14.0,81.0,75.0,96.0,60.0,29.0,156.0,15.675675675675677,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1003,0.0,6.0,0.0,2.0,3.0,1.0,0.0,0.0,10,24,1093,45.54166666666666,10.0,10.0,75.0,23.0,79.0,19.0,0.0,98.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1004,13.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,16,8,58,7.25,10.0,10.0,11.0,23.0,14.0,20.0,15.0,34.0,30.612244897959183,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1005,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10,8,93,11.625,14.0,14.0,25.0,19.0,27.0,17.0,0.0,44.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1006,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2,10,394,39.4,8.0,10.0,17.0,10.0,18.0,9.0,0.0,27.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1007,11.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,10,9,33,3.6666666666666665,10.0,10.0,23.0,19.0,23.0,19.0,0.0,42.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1008,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5,6,142,23.66666666666667,12.0,14.0,15.0,14.0,17.0,12.0,0.0,29.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1009,14.0,10.0,4.0,0.0,0.0,1.0,0.0,0.0,28,14,129,9.214285714285714,10.0,10.0,24.0,12.0,19.0,17.0,24.0,36.0,40.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1010,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,3,21,443,21.095238095238095,14.0,14.0,33.0,7.0,26.0,14.0,5.0,40.0,11.11111111111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1011,2.0,24.0,4.0,0.0,3.0,3.0,0.0,0.0,25,19,107,5.63157894736842,10.0,10.0,40.0,29.0,35.0,34.0,26.0,69.0,27.368421052631582,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1012,1.0,10.0,0.0,3.0,1.0,0.0,0.0,0.0,11,14,150,10.714285714285714,14.0,14.0,38.0,30.0,33.0,35.0,11.0,68.0,13.924050632911392,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1013,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,9,8,275,34.375,8.0,10.0,18.0,15.0,20.0,13.0,0.0,33.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1014,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,4,15,3.75,10.0,10.0,14.0,7.0,13.0,8.0,0.0,21.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1015,7.0,9.0,6.0,2.0,5.0,1.0,0.0,1.0,22,22,148,6.727272727272728,10.0,10.0,26.0,18.0,24.0,20.0,16.0,44.0,26.666666666666668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1016,1.0,6.0,3.0,0.0,3.0,1.0,0.0,1.0,10,11,279,25.363636363636363,14.0,14.0,19.0,9.0,18.0,10.0,7.0,28.0,20.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1017,6.0,27.0,6.0,2.0,1.0,0.0,0.0,0.0,30,26,137,5.269230769230768,10.0,10.0,47.0,33.0,46.0,34.0,33.0,80.0,29.20353982300885,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1018,0.0,10.0,0.0,3.0,4.0,0.0,0.0,0.0,12,12,96,8.0,14.0,14.0,48.0,33.0,53.0,28.0,0.0,81.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1019,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,3,16,440,27.5,8.0,10.0,29.0,12.0,33.0,8.0,0.0,41.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1020,41.0,98.0,23.0,3.0,10.0,14.0,1.0,1.0,134,106,955,9.00943396226415,10.0,10.0,34.0,31.0,33.0,32.0,139.0,65.0,68.13725490196079,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1021,3.0,64.0,6.0,13.0,21.0,4.0,0.0,0.0,75,74,2047,27.66216216216216,14.0,14.0,36.0,29.0,41.0,24.0,67.0,65.0,50.75757575757576,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1022,4.0,18.0,0.0,9.0,7.0,3.0,0.0,0.0,24,69,3100,44.92753623188405,10.0,10.0,46.0,18.0,50.0,14.0,22.0,64.0,25.581395348837212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
1023,10.0,63.0,7.0,0.0,3.0,2.0,0.0,1.0,53,60,406,6.7666666666666675,10.0,10.0,53.0,30.0,40.0,43.0,73.0,83.0,46.794871794871796,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1024,11.0,34.0,1.0,1.0,7.0,3.0,0.0,0.0,44,41,623,15.19512195121951,14.0,14.0,63.0,40.0,58.0,45.0,45.0,103.0,30.405405405405407,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
1025,3.0,10.0,0.0,4.0,3.0,1.0,0.0,0.0,14,37,1143,30.89189189189189,10.0,10.0,59.0,32.0,66.0,25.0,13.0,91.0,12.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
1026,39.0,41.0,14.0,2.0,5.0,4.0,0.0,0.0,85,69,461,6.681159420289855,10.0,10.0,35.0,32.0,35.0,32.0,80.0,67.0,54.421768707483,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
1027,26.0,27.0,4.0,6.0,11.0,3.0,0.0,0.0,52,55,722,13.127272727272727,14.0,14.0,48.0,27.0,48.0,27.0,53.0,75.0,41.40625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
1028,3.0,8.0,1.0,2.0,2.0,1.0,0.0,0.0,11,34,1492,43.88235294117647,10.0,10.0,45.0,24.0,54.0,15.0,11.0,69.0,13.750000000000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
1029,27.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,19,15,151,10.066666666666666,10.0,10.0,18.0,15.0,17.0,16.0,0.0,33.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
1030,17.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,14,8,148,18.5,12.0,14.0,15.0,9.0,15.0,9.0,0.0,24.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
1031,4.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,4,5,93,18.6,6.0,10.0,10.0,6.0,11.0,5.0,0.0,16.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
1032,36.0,109.0,32.0,8.0,15.0,11.0,1.0,1.0,133,96,1024,10.666666666666666,10.0,10.0,35.0,27.0,33.0,29.0,145.0,62.0,70.04830917874396,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1033,5.0,56.0,4.0,8.0,26.0,4.0,0.0,0.0,60,130,3961,30.46923076923077,14.0,14.0,48.0,32.0,52.0,28.0,61.0,80.0,43.262411347517734,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
1034,3.0,7.0,0.0,2.0,5.0,2.0,0.0,0.0,14,76,4800,63.157894736842096,10.0,10.0,48.0,17.0,51.0,14.0,10.0,65.0,13.333333333333334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
1035,10.0,72.0,17.0,0.0,9.0,1.0,0.0,1.0,71,54,328,6.074074074074074,10.0,10.0,54.0,37.0,45.0,46.0,82.0,91.0,47.398843930635834,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1036,11.0,42.0,2.0,6.0,14.0,1.0,0.0,0.0,47,62,1425,22.983870967741932,14.0,14.0,64.0,38.0,53.0,49.0,53.0,102.0,34.193548387096776,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
1037,3.0,8.0,0.0,7.0,8.0,2.0,0.0,0.0,12,51,2170,42.549019607843135,10.0,10.0,66.0,31.0,76.0,21.0,11.0,97.0,10.185185185185185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
1038,51.0,28.0,9.0,1.0,9.0,7.0,0.0,2.0,88,70,688,9.82857142857143,10.0,10.0,33.0,35.0,36.0,32.0,79.0,68.0,53.74149659863946,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1039,30.0,18.0,4.0,6.0,11.0,2.0,0.0,1.0,52,62,1540,24.838709677419356,14.0,14.0,46.0,27.0,43.0,30.0,48.0,73.0,39.66942148760331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
1040,13.0,10.0,1.0,6.0,12.0,1.0,0.0,0.0,25,48,2425,50.52083333333334,10.0,10.0,40.0,19.0,50.0,9.0,23.0,59.0,28.04878048780488,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
1041,28.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,16,19,151,7.947368421052633,10.0,10.0,18.0,13.0,17.0,14.0,0.0,31.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
1042,11.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,11,16,405,25.3125,14.0,14.0,19.0,14.0,20.0,13.0,0.0,33.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1043,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,9,555,61.66666666666666,10.0,10.0,18.0,4.0,19.0,3.0,0.0,22.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
1044,23.0,34.0,4.0,0.0,3.0,0.0,0.0,0.0,52,36,267,7.416666666666668,10.0,10.0,39.0,34.0,34.0,39.0,57.0,73.0,43.84615384615385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1045,4.0,15.0,0.0,1.0,2.0,1.0,0.0,0.0,14,29,421,14.517241379310345,14.0,14.0,39.0,31.0,38.0,32.0,19.0,70.0,21.34831460674157,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
1046,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,5,22,1046,47.54545454545455,10.0,10.0,36.0,14.0,35.0,15.0,5.0,50.0,9.090909090909092,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
1047,10.0,45.0,11.0,0.0,3.0,3.0,0.0,0.0,60,52,331,6.365384615384616,10.0,10.0,72.0,77.0,74.0,75.0,55.0,149.0,26.96078431372549,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
