,Different Race/Ethnicity as Adoptive Parent,Same Race/Ethnicity as Adoptive Parent,Disabling Condition: Drug or Alcohol,Disabling Condition: Emotionally Disturbed,Disabling Condition: Learning Disability,Disabling Condition: Medically Involved,Disabling Condition: Other,Disabling Condition: Physical,Children in Adoption Placements,Children Waiting on Adoption as of 8/31,Total Months Since Termination,Average Months Since Termination of Parental Rights,Removals,Victims,In Foster Care,In Other Substitute Care,In Substitute Care with Non-Relative,In Substitute Care with Relative,Number of Consummated Adoptions,Number of Kids in Substitute Care,Percent of Kids in Consummated Adoptions,Fiscal Year_2010,Fiscal Year_2011,Fiscal Year_2012,Fiscal Year_2013,Fiscal Year_2014,Fiscal Year_2015,Fiscal Year_2016,Fiscal Year_2017,Fiscal Year_2018,Fiscal Year_2019,Region_1-Lubbock,Region_10-El Paso,Region_11-Edinburg,Region_2-Abilene,Region_3-Arlington,Region_4-Tyler,Region_5-Beaumont,Region_6-Houston,Region_7-Austin,Region_8-San Antonio,Region_9-Midland,Race/Ethnicity_African American,Race/Ethnicity_Anglo,Race/Ethnicity_Asian,Race/Ethnicity_Hispanic,Race/Ethnicity_Other,Age Group_Birth to Five Years Old,Age Group_Six to Twelve Years Old,Age Group_Thirteen to Seventeen Years Old,Gender_Female,Gender_Male
449,2.0,13.0,1.0,0.0,7.0,2.0,0.0,0.0,13,16,261,16.3125,14.0,14.0,44.0,21.0,45.0,20.0,15.0,65.0,18.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
450,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2,9,440,48.88888888888889,10.0,10.0,41.0,9.0,44.0,6.0,0.0,50.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
451,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,5,5,19,3.8,8.0,10.0,11.0,4.0,11.0,4.0,0.0,15.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
452,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,1,1,1.0,10.0,10.0,10.0,4.0,9.0,5.0,0.0,14.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
453,20.0,136.0,36.0,1.0,8.0,7.0,0.0,0.0,156,193,1774,9.191709844559586,10.0,10.0,34.0,40.0,36.0,38.0,156.0,74.0,67.82608695652173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
454,7.0,69.0,1.0,12.0,11.0,3.0,1.0,1.0,103,152,3854,25.355263157894736,14.0,14.0,33.0,36.0,43.0,26.0,76.0,69.0,52.41379310344828,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
455,0.0,25.0,0.0,5.0,7.0,1.0,0.0,0.0,26,73,2784,38.136986301369866,10.0,10.0,45.0,20.0,54.0,11.0,0.0,65.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
456,11.0,81.0,15.0,1.0,3.0,5.0,0.0,2.0,81,52,372,7.153846153846153,10.0,10.0,44.0,34.0,48.0,30.0,92.0,78.0,54.11764705882353,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
457,15.0,44.0,1.0,2.0,2.0,0.0,0.0,4.0,54,50,855,17.1,14.0,14.0,59.0,45.0,59.0,45.0,59.0,104.0,36.19631901840491,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
458,4.0,15.0,0.0,3.0,1.0,1.0,0.0,1.0,18,35,1016,29.02857142857143,10.0,10.0,56.0,26.0,62.0,20.0,19.0,82.0,18.81188118811881,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
459,53.0,26.0,11.0,2.0,6.0,3.0,1.0,1.0,98,87,758,8.71264367816092,10.0,10.0,24.0,34.0,33.0,25.0,79.0,58.0,57.66423357664233,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
460,31.0,28.0,2.0,7.0,7.0,1.0,0.0,0.0,62,80,1498,18.725,14.0,14.0,47.0,24.0,41.0,30.0,59.0,71.0,45.38461538461539,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
461,5.0,4.0,0.0,3.0,4.0,1.0,0.0,1.0,8,41,1726,42.09756097560975,10.0,10.0,53.0,19.0,53.0,19.0,9.0,72.0,11.11111111111111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
462,25.0,0.0,5.0,0.0,0.0,4.0,1.0,1.0,21,10,65,6.5,10.0,10.0,12.0,19.0,16.0,15.0,0.0,31.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
463,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,14,160,11.428571428571427,14.0,14.0,22.0,10.0,21.0,11.0,0.0,32.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
464,38.0,118.0,44.0,1.0,12.0,15.0,3.0,2.0,183,225,2426,10.782222222222224,10.0,10.0,39.0,36.0,40.0,35.0,156.0,75.0,67.53246753246754,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
465,8.0,61.0,2.0,14.0,21.0,3.0,0.0,0.0,90,191,5016,26.261780104712038,14.0,14.0,49.0,36.0,48.0,37.0,69.0,85.0,44.8051948051948,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
466,4.0,22.0,3.0,7.0,8.0,1.0,0.0,1.0,27,92,4645,50.48913043478261,10.0,10.0,52.0,16.0,57.0,11.0,26.0,68.0,27.659574468085108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
467,13.0,61.0,13.0,0.0,6.0,6.0,0.0,3.0,78,64,426,6.65625,10.0,10.0,54.0,40.0,52.0,42.0,74.0,94.0,44.047619047619044,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
468,11.0,45.0,3.0,15.0,14.0,4.0,0.0,2.0,54,70,1400,20.0,14.0,14.0,58.0,41.0,56.0,43.0,56.0,99.0,36.12903225806451,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
469,1.0,7.0,0.0,2.0,3.0,2.0,0.0,0.0,7,49,1759,35.897959183673464,10.0,10.0,73.0,24.0,74.0,23.0,8.0,97.0,7.6190476190476195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
470,63.0,42.0,22.0,5.0,13.0,10.0,0.0,4.0,109,108,960,8.888888888888891,10.0,10.0,40.0,33.0,41.0,32.0,105.0,73.0,58.98876404494382,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
471,31.0,17.0,0.0,4.0,12.0,3.0,0.0,2.0,46,95,2405,25.315789473684212,14.0,14.0,49.0,37.0,50.0,36.0,48.0,86.0,35.82089552238806,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
472,6.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,6,38,2010,52.89473684210525,10.0,10.0,46.0,11.0,46.0,11.0,8.0,57.0,12.307692307692308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
473,26.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,20,21,138,6.571428571428571,10.0,10.0,22.0,18.0,19.0,21.0,0.0,40.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
474,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10,25,487,19.48,12.0,14.0,21.0,19.0,24.0,16.0,0.0,40.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
475,10.0,32.0,16.0,1.0,2.0,4.0,0.0,1.0,40,44,295,6.704545454545454,10.0,10.0,45.0,40.0,39.0,46.0,42.0,85.0,33.07086614173229,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
476,4.0,13.0,3.0,2.0,0.0,1.0,0.0,0.0,14,30,433,14.433333333333335,14.0,14.0,44.0,34.0,39.0,39.0,17.0,78.0,17.894736842105264,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
477,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,4,20,849,42.45,10.0,10.0,53.0,16.0,56.0,13.0,4.0,69.0,5.47945205479452,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
478,7.0,47.0,7.0,0.0,2.0,2.0,0.0,0.0,49,41,347,8.463414634146341,10.0,10.0,62.0,52.0,57.0,57.0,54.0,114.0,32.142857142857146,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
479,4.0,13.0,2.0,7.0,5.0,0.0,0.0,0.0,17,32,498,15.5625,14.0,14.0,64.0,50.0,59.0,55.0,17.0,114.0,12.977099236641221,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
480,1.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,14,18,498,27.66666666666667,10.0,10.0,72.0,25.0,73.0,24.0,17.0,97.0,14.912280701754385,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
481,43.0,32.0,8.0,1.0,4.0,2.0,0.0,0.0,78,45,416,9.244444444444444,10.0,10.0,47.0,55.0,51.0,51.0,75.0,102.0,42.3728813559322,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
482,27.0,10.0,0.0,4.0,2.0,0.0,0.0,0.0,27,39,553,14.17948717948718,14.0,14.0,53.0,47.0,48.0,52.0,37.0,100.0,27.00729927007299,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
483,6.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,11,17,316,18.58823529411765,10.0,10.0,41.0,31.0,46.0,26.0,11.0,72.0,13.253012048192772,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
484,19.0,0.0,4.0,0.0,2.0,3.0,0.0,0.0,17,12,99,8.25,8.0,10.0,17.0,19.0,16.0,20.0,0.0,36.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
485,16.0,22.0,8.0,1.0,6.0,5.0,0.0,0.0,30,43,280,6.511627906976744,10.0,10.0,45.0,32.0,37.0,40.0,38.0,77.0,33.04347826086956,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
486,9.0,18.0,1.0,3.0,6.0,3.0,0.0,0.0,22,33,763,23.12121212121212,14.0,14.0,45.0,19.0,41.0,23.0,27.0,64.0,29.67032967032967,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
487,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,16,935,58.4375,10.0,10.0,44.0,14.0,45.0,13.0,0.0,58.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
488,15.0,41.0,13.0,2.0,9.0,3.0,1.0,3.0,55,55,375,6.8181818181818175,10.0,10.0,71.0,60.0,67.0,64.0,56.0,131.0,29.946524064171122,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
489,9.0,27.0,0.0,12.0,12.0,4.0,0.0,1.0,35,37,451,12.189189189189188,14.0,14.0,68.0,49.0,66.0,51.0,36.0,117.0,23.52941176470588,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
490,2.0,7.0,0.0,8.0,4.0,2.0,0.0,0.0,13,30,1187,39.56666666666667,10.0,10.0,99.0,28.0,101.0,26.0,9.0,127.0,6.61764705882353,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
491,35.0,31.0,23.0,0.0,9.0,2.0,0.0,0.0,61,47,369,7.851063829787233,10.0,10.0,58.0,49.0,53.0,54.0,66.0,107.0,38.15028901734104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
492,32.0,9.0,1.0,4.0,5.0,2.0,0.0,0.0,33,44,790,17.954545454545453,14.0,14.0,56.0,42.0,55.0,43.0,41.0,98.0,29.496402877697843,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
493,6.0,1.0,0.0,5.0,5.0,1.0,0.0,0.0,9,30,982,32.73333333333333,10.0,10.0,67.0,25.0,70.0,22.0,7.0,92.0,7.07070707070707,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
494,16.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,15,16,68,4.25,10.0,10.0,29.0,21.0,28.0,22.0,0.0,50.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
495,6.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,6,7,80,11.428571428571427,14.0,14.0,22.0,11.0,23.0,10.0,0.0,33.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
496,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,3,74,24.66666666666667,6.0,10.0,23.0,3.0,23.0,3.0,0.0,26.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
497,17.0,16.0,8.0,1.0,2.0,2.0,1.0,1.0,34,17,201,11.823529411764708,10.0,10.0,15.0,13.0,14.0,14.0,33.0,28.0,54.09836065573771,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
498,1.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,6,18,404,22.444444444444446,14.0,14.0,22.0,13.0,20.0,15.0,7.0,35.0,16.666666666666664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
499,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,6,13,729,56.07692307692307,10.0,10.0,17.0,7.0,20.0,4.0,0.0,24.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
500,13.0,30.0,9.0,0.0,1.0,1.0,0.0,1.0,37,27,167,6.185185185185184,10.0,10.0,37.0,27.0,33.0,31.0,43.0,64.0,40.18691588785047,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
501,4.0,26.0,1.0,3.0,5.0,2.0,0.0,0.0,26,36,883,24.527777777777782,14.0,14.0,51.0,26.0,50.0,27.0,30.0,77.0,28.037383177570092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
502,0.0,7.0,1.0,2.0,2.0,0.0,0.0,0.0,9,26,834,32.07692307692308,10.0,10.0,49.0,20.0,54.0,15.0,0.0,69.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
503,83.0,139.0,60.0,2.0,10.0,10.0,2.0,2.0,216,179,1502,8.391061452513965,10.0,10.0,78.0,68.0,74.0,72.0,222.0,146.0,60.32608695652174,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
504,67.0,112.0,8.0,10.0,15.0,6.0,0.0,1.0,178,181,3373,18.635359116022094,14.0,14.0,118.0,83.0,125.0,76.0,179.0,201.0,47.10526315789474,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
505,16.0,21.0,0.0,9.0,6.0,1.0,0.0,0.0,38,86,3418,39.74418604651163,10.0,10.0,79.0,32.0,90.0,21.0,37.0,111.0,25.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
506,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8,3,11,3.6666666666666665,10.0,10.0,16.0,12.0,18.0,10.0,0.0,28.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
507,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,3,69,23.0,12.0,14.0,12.0,6.0,14.0,4.0,0.0,18.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
508,20.0,21.0,6.0,1.0,2.0,3.0,0.0,0.0,41,32,288,9.0,10.0,10.0,19.0,7.0,17.0,9.0,41.0,26.0,61.19402985074627,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
509,6.0,12.0,1.0,3.0,4.0,0.0,0.0,0.0,18,29,485,16.724137931034484,14.0,14.0,20.0,14.0,21.0,13.0,18.0,34.0,34.61538461538461,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
510,1.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,4,21,1064,50.66666666666666,10.0,10.0,23.0,6.0,23.0,6.0,7.0,29.0,19.444444444444446,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
511,15.0,44.0,14.0,4.0,6.0,3.0,0.0,0.0,59,35,226,6.457142857142857,10.0,10.0,37.0,35.0,36.0,36.0,59.0,72.0,45.038167938931295,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
512,9.0,19.0,0.0,4.0,7.0,0.0,0.0,0.0,31,36,940,26.11111111111111,14.0,14.0,54.0,31.0,49.0,36.0,28.0,85.0,24.778761061946902,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
513,4.0,3.0,0.0,5.0,3.0,0.0,0.0,0.0,7,33,1714,51.93939393939394,10.0,10.0,58.0,15.0,59.0,14.0,7.0,73.0,8.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
514,97.0,145.0,64.0,4.0,17.0,11.0,0.0,1.0,249,200,1960,9.8,10.0,10.0,85.0,79.0,84.0,80.0,242.0,164.0,59.60591133004927,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
515,45.0,100.0,5.0,14.0,31.0,5.0,0.0,1.0,151,196,3957,20.188775510204078,14.0,14.0,115.0,83.0,120.0,78.0,145.0,198.0,42.27405247813411,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
516,18.0,20.0,0.0,7.0,7.0,1.0,0.0,1.0,33,129,6382,49.47286821705426,10.0,10.0,87.0,36.0,95.0,28.0,38.0,123.0,23.60248447204969,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
517,20.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,10,3,8,2.6666666666666665,10.0,10.0,12.0,11.0,12.0,11.0,0.0,23.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
518,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,5,1,12,12.0,12.0,14.0,12.0,7.0,15.0,4.0,0.0,19.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
519,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,5,4,36,9.0,6.0,10.0,6.0,2.0,6.0,2.0,6.0,8.0,42.857142857142854,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
520,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,5,14,73,5.214285714285714,10.0,10.0,26.0,20.0,23.0,23.0,5.0,46.0,9.803921568627452,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
521,1.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,6,10,164,16.4,14.0,14.0,23.0,25.0,25.0,23.0,6.0,48.0,11.11111111111111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
522,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,4,13,284,21.846153846153847,10.0,10.0,30.0,14.0,35.0,9.0,0.0,44.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
523,11.0,7.0,5.0,0.0,2.0,0.0,0.0,0.0,19,22,133,6.045454545454546,10.0,10.0,28.0,19.0,24.0,23.0,18.0,47.0,27.692307692307693,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
524,2.0,5.0,1.0,6.0,3.0,0.0,0.0,0.0,11,15,262,17.466666666666665,14.0,14.0,37.0,27.0,36.0,28.0,7.0,64.0,9.859154929577464,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
525,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2,10,216,21.6,10.0,10.0,27.0,11.0,26.0,12.0,2.0,38.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
526,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,2,40,20.0,4.0,9.0,3.0,1.0,4.0,0.0,0.0,4.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
527,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2,13,6.5,0.0,10.0,4.0,1.0,3.0,2.0,0.0,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
528,4.0,10.0,6.0,2.0,3.0,1.0,0.0,0.0,16,17,142,8.352941176470589,10.0,10.0,24.0,30.0,24.0,30.0,14.0,54.0,20.588235294117645,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
529,1.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,2,12,193,16.083333333333332,14.0,14.0,33.0,17.0,35.0,15.0,5.0,50.0,9.090909090909092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
530,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2,14,664,47.42857142857143,10.0,10.0,34.0,7.0,37.0,4.0,0.0,41.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
531,12.0,10.0,5.0,1.0,5.0,2.0,0.0,1.0,27,30,260,8.666666666666666,10.0,10.0,46.0,26.0,45.0,27.0,22.0,72.0,23.404255319148938,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
532,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,7,16,255,15.9375,14.0,14.0,42.0,16.0,39.0,19.0,9.0,58.0,13.432835820895523,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
533,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,17,522,30.705882352941174,8.0,10.0,32.0,13.0,37.0,8.0,0.0,45.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
534,5.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,10,16,98,6.125,10.0,10.0,15.0,8.0,15.0,8.0,11.0,23.0,32.35294117647059,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
535,0.0,6.0,0.0,3.0,2.0,2.0,0.0,0.0,8,11,135,12.272727272727273,14.0,14.0,26.0,11.0,29.0,8.0,0.0,37.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
536,4.0,12.0,3.0,0.0,1.0,0.0,0.0,0.0,15,17,104,6.117647058823528,10.0,10.0,36.0,17.0,36.0,17.0,16.0,53.0,23.18840579710145,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
537,2.0,16.0,1.0,3.0,4.0,2.0,0.0,0.0,16,16,234,14.625,14.0,14.0,41.0,11.0,39.0,13.0,18.0,52.0,25.71428571428571,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
538,2.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,8,17,639,37.588235294117645,10.0,10.0,37.0,16.0,47.0,6.0,8.0,53.0,13.114754098360656,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
