Fiscal Year,Region,Gender,Race/Ethnicity,Age Group,Chidlren Waiting on Adoption 31 August,Average Months since Termination of Parental Rights
2019,4-Tyler,Female,Other,Birth to 5 Years Old,1,5
2019,4-Tyler,Female,Other,13-17 Years Old,3,75
2019,4-Tyler,Female,Other,Birth to 5 Years Old,8,7
2019,4-Tyler,Female,Other,Birth to 5 Years Old,3,4
2019,4-Tyler,Female,Other,Birth to 5 Years Old,1,3
2019,4-Tyler,Female,Other,Birth to 5 Years Old,1,3
2019,4-Tyler,Female,Other,6-12 Years Old,2,2
2019,4-Tyler,Female,Other,6-12 Years Old,1,36
2019,4-Tyler,Female,Unknown,Birth to 5 Years Old,2,4
2019,4-Tyler,Male,African American,Birth to 5 Years Old,2,4
2019,4-Tyler,Male,African American,Birth to 5 Years Old,5,3
2019,4-Tyler,Male,African American,6-12 Years Old,3,21
2019,4-Tyler,Male,African American,6-12 Years Old,3,20
2019,4-Tyler,Male,African American,6-12 Years Old,1,18
2019,4-Tyler,Male,African American,13-17 Years Old,2,56
2019,4-Tyler,Male,African American,13-17 Years Old,2,73
2019,4-Tyler,Male,African American,13-17 Years Old,4,47
2019,4-Tyler,Male,African American,13-17 Years Old,2,75
2019,4-Tyler,Male,African American,Birth to 5 Years Old,2,9
2019,4-Tyler,Male,African American,Birth to 5 Years Old,5,5
2019,4-Tyler,Male,African American,Birth to 5 Years Old,2,13
2019,4-Tyler,Male,African American,6-12 Years Old,4,17
2019,4-Tyler,Male,African American,6-12 Years Old,3,8
2019,4-Tyler,Male,African American,6-12 Years Old,2,48
2019,4-Tyler,Male,Anglo,Birth to 5 Years Old,4,1
2019,4-Tyler,Male,Anglo,Birth to 5 Years Old,11,4
2019,4-Tyler,Male,Anglo,6-12 Years Old,7,20
2019,4-Tyler,Male,Anglo,6-12 Years Old,3,18
2019,4-Tyler,Male,Anglo,6-12 Years Old,7,26
2019,4-Tyler,Male,Anglo,13-17 Years Old,12,35
2019,4-Tyler,Male,Anglo,13-17 Years Old,12,37
2019,4-Tyler,Male,Anglo,13-17 Years Old,7,45
2019,4-Tyler,Male,Anglo,13-17 Years Old,15,35
2019,4-Tyler,Male,Anglo,13-17 Years Old,1,100
2019,4-Tyler,Male,Anglo,Birth to 5 Years Old,5,10
2019,4-Tyler,Male,Anglo,Birth to 5 Years Old,6,5
2019,4-Tyler,Male,Anglo,Birth to 5 Years Old,5,6
2019,4-Tyler,Male,Anglo,Birth to 5 Years Old,7,8
2019,4-Tyler,Male,Anglo,6-12 Years Old,4,5
2019,4-Tyler,Male,Anglo,6-12 Years Old,8,9
2019,4-Tyler,Male,Anglo,6-12 Years Old,3,15
2019,4-Tyler,Male,Anglo,6-12 Years Old,3,14
2019,4-Tyler,Male,Asian,Birth to 5 Years Old,1,9
2019,4-Tyler,Male,Asian,6-12 Years Old,1,9
2019,4-Tyler,Male,Hispanic,Birth to 5 Years Old,5,5
2019,4-Tyler,Male,Hispanic,6-12 Years Old,4,27
2019,4-Tyler,Male,Hispanic,6-12 Years Old,4,33
2019,4-Tyler,Male,Hispanic,6-12 Years Old,1,5
2019,4-Tyler,Male,Hispanic,13-17 Years Old,1,62
2019,4-Tyler,Male,Hispanic,13-17 Years Old,1,35
2019,4-Tyler,Male,Hispanic,13-17 Years Old,2,62
2019,4-Tyler,Male,Hispanic,13-17 Years Old,3,83
2019,4-Tyler,Male,Hispanic,Birth to 5 Years Old,4,10
2019,4-Tyler,Male,Hispanic,Birth to 5 Years Old,2,11
2019,4-Tyler,Male,Hispanic,Birth to 5 Years Old,3,5
2019,4-Tyler,Male,Hispanic,6-12 Years Old,1,31
2019,4-Tyler,Male,Hispanic,6-12 Years Old,2,3
2019,4-Tyler,Male,Hispanic,6-12 Years Old,1,23
2019,4-Tyler,Male,Hispanic,6-12 Years Old,5,22
2019,4-Tyler,Male,Other,Birth to 5 Years Old,5,5
2019,4-Tyler,Male,Other,6-12 Years Old,4,6
2019,4-Tyler,Male,Other,6-12 Years Old,1,13
2019,4-Tyler,Male,Other,6-12 Years Old,1,2
2019,4-Tyler,Male,Other,13-17 Years Old,1,151
2019,4-Tyler,Male,Other,13-17 Years Old,1,23
2019,4-Tyler,Male,Other,Birth to 5 Years Old,2,9
2019,4-Tyler,Male,Other,Birth to 5 Years Old,2,9
2019,4-Tyler,Male,Other,Birth to 5 Years Old,2,9
2019,4-Tyler,Male,Other,Birth to 5 Years Old,1,5
2019,4-Tyler,Male,Other,6-12 Years Old,1,8
2019,4-Tyler,Male,Other,6-12 Years Old,2,8
2019,4-Tyler,Male,Other,6-12 Years Old,1,7
2019,4-Tyler,Male,Other,6-12 Years Old,1,25
2019,4-Tyler,Male,Unknown,6-12 Years Old,1,13
2019,5-Beaumont,Female,African American,Birth to 5 Years Old,2,2
2019,5-Beaumont,Female,African American,Birth to 5 Years Old,4,3
2019,5-Beaumont,Female,African American,6-12 Years Old,1,10
2019,5-Beaumont,Female,African American,6-12 Years Old,1,0
2019,5-Beaumont,Female,African American,13-17 Years Old,1,63
2019,5-Beaumont,Female,African American,13-17 Years Old,1,22
2019,5-Beaumont,Female,African American,13-17 Years Old,1,63
2019,5-Beaumont,Female,African American,Birth to 5 Years Old,5,7
2019,5-Beaumont,Female,African American,Birth to 5 Years Old,3,14
2019,5-Beaumont,Female,African American,Birth to 5 Years Old,2,2
2019,5-Beaumont,Female,African American,Birth to 5 Years Old,4,7
2019,5-Beaumont,Female,African American,6-12 Years Old,2,19
2019,5-Beaumont,Female,African American,6-12 Years Old,3,20
2019,5-Beaumont,Female,African American,6-12 Years Old,4,13
2019,5-Beaumont,Female,Anglo,Birth to 5 Years Old,3,2
2019,5-Beaumont,Female,Anglo,Birth to 5 Years Old,8,6
2019,5-Beaumont,Female,Anglo,6-12 Years Old,4,22
2019,5-Beaumont,Female,Anglo,6-12 Years Old,4,24
2019,5-Beaumont,Female,Anglo,6-12 Years Old,3,9
2019,5-Beaumont,Female,Anglo,13-17 Years Old,4,3
2019,5-Beaumont,Female,Anglo,13-17 Years Old,3,10
2019,5-Beaumont,Female,Anglo,13-17 Years Old,7,27
2019,5-Beaumont,Female,Anglo,13-17 Years Old,2,61
2019,5-Beaumont,Female,Anglo,13-17 Years Old,2,82
2019,5-Beaumont,Female,Anglo,Birth to 5 Years Old,9,8
2019,5-Beaumont,Female,Anglo,Birth to 5 Years Old,3,4
2019,5-Beaumont,Female,Anglo,Birth to 5 Years Old,1,6
2019,5-Beaumont,Female,Anglo,Birth to 5 Years Old,6,10
2019,5-Beaumont,Female,Anglo,6-12 Years Old,4,10
2019,5-Beaumont,Female,Anglo,6-12 Years Old,4,4
2019,5-Beaumont,Female,Anglo,6-12 Years Old,3,2
2019,5-Beaumont,Female,Anglo,6-12 Years Old,4,10
2019,5-Beaumont,Female,Hispanic,Birth to 5 Years Old,4,8
2019,5-Beaumont,Female,Hispanic,6-12 Years Old,1,10
2019,5-Beaumont,Female,Hispanic,13-17 Years Old,1,30
2019,5-Beaumont,Female,Hispanic,13-17 Years Old,2,34
2019,5-Beaumont,Female,Hispanic,13-17 Years Old,3,12
2019,5-Beaumont,Female,Hispanic,13-17 Years Old,1,47
2019,5-Beaumont,Female,Hispanic,Birth to 5 Years Old,3,10
2019,5-Beaumont,Female,Hispanic,Birth to 5 Years Old,1,0
2019,5-Beaumont,Female,Hispanic,Birth to 5 Years Old,1,0
2019,5-Beaumont,Female,Hispanic,6-12 Years Old,1,15
2019,5-Beaumont,Female,Hispanic,6-12 Years Old,1,0
2019,5-Beaumont,Female,Hispanic,6-12 Years Old,2,0
2019,5-Beaumont,Female,Other,Birth to 5 Years Old,1,4
2019,5-Beaumont,Female,Other,13-17 Years Old,1,17
2019,5-Beaumont,Female,Other,13-17 Years Old,1,1
2019,5-Beaumont,Female,Other,Birth to 5 Years Old,2,9
2019,5-Beaumont,Female,Other,Birth to 5 Years Old,1,5
2019,5-Beaumont,Female,Other,6-12 Years Old,1,0
2019,5-Beaumont,Female,Other,6-12 Years Old,1,5
2019,5-Beaumont,Female,Unknown,Birth to 5 Years Old,1,0
2019,5-Beaumont,Female,Unknown,13-17 Years Old,2,41
2019,5-Beaumont,Male,African American,Birth to 5 Years Old,3,1
2019,5-Beaumont,Male,African American,Birth to 5 Years Old,9,5
2019,5-Beaumont,Male,African American,6-12 Years Old,1,10
2019,5-Beaumont,Male,African American,6-12 Years Old,1,63
2019,5-Beaumont,Male,African American,6-12 Years Old,3,31
2019,5-Beaumont,Male,African American,13-17 Years Old,1,42
2019,5-Beaumont,Male,African American,13-17 Years Old,3,17
2019,5-Beaumont,Male,African American,13-17 Years Old,1,1
2019,5-Beaumont,Male,African American,13-17 Years Old,1,40
2019,5-Beaumont,Male,African American,Birth to 5 Years Old,8,10
2019,5-Beaumont,Male,African American,Birth to 5 Years Old,1,10
2019,5-Beaumont,Male,African American,Birth to 5 Years Old,1,7
2019,5-Beaumont,Male,African American,Birth to 5 Years Old,3,2
2019,5-Beaumont,Male,African American,6-12 Years Old,2,5
2019,5-Beaumont,Male,African American,6-12 Years Old,2,8
2019,5-Beaumont,Male,African American,6-12 Years Old,1,32
2019,5-Beaumont,Male,Anglo,Birth to 5 Years Old,1,4
2019,5-Beaumont,Male,Anglo,Birth to 5 Years Old,21,5
2019,5-Beaumont,Male,Anglo,6-12 Years Old,3,17
2019,5-Beaumont,Male,Anglo,6-12 Years Old,7,13
2019,5-Beaumont,Male,Anglo,13-17 Years Old,7,13
2019,5-Beaumont,Male,Anglo,13-17 Years Old,1,23
2019,5-Beaumont,Male,Anglo,13-17 Years Old,4,28
2019,5-Beaumont,Male,Anglo,13-17 Years Old,3,26
2019,5-Beaumont,Male,Anglo,13-17 Years Old,2,36
2019,5-Beaumont,Male,Anglo,Birth to 5 Years Old,5,5
2019,5-Beaumont,Male,Anglo,Birth to 5 Years Old,6,7
2019,5-Beaumont,Male,Anglo,Birth to 5 Years Old,5,11
2019,5-Beaumont,Male,Anglo,Birth to 5 Years Old,3,6
2019,5-Beaumont,Male,Anglo,6-12 Years Old,1,5
2019,5-Beaumont,Male,Anglo,6-12 Years Old,3,6
2019,5-Beaumont,Male,Anglo,6-12 Years Old,2,4
2019,5-Beaumont,Male,Anglo,6-12 Years Old,4,4
2019,5-Beaumont,Male,Hispanic,Birth to 5 Years Old,1,1
2019,5-Beaumont,Male,Hispanic,6-12 Years Old,1,15
2019,5-Beaumont,Male,Hispanic,13-17 Years Old,1,23
2019,5-Beaumont,Male,Hispanic,13-17 Years Old,2,18
2019,5-Beaumont,Male,Hispanic,13-17 Years Old,2,29
2019,5-Beaumont,Male,Hispanic,Birth to 5 Years Old,2,5
2019,5-Beaumont,Male,Hispanic,Birth to 5 Years Old,4,8
2019,5-Beaumont,Male,Hispanic,6-12 Years Old,2,24
2019,5-Beaumont,Male,Other,Birth to 5 Years Old,1,10
2019,5-Beaumont,Male,Other,13-17 Years Old,2,55
2019,5-Beaumont,Male,Other,Birth to 5 Years Old,1,5
2019,5-Beaumont,Male,Other,Birth to 5 Years Old,1,3
2019,5-Beaumont,Male,Unknown,Birth to 5 Years Old,1,1
2019,5-Beaumont,Male,Unknown,13-17 Years Old,1,27
2019,6-Houston,Female,African American,Birth to 5 Years Old,29,5
2019,6-Houston,Female,African American,6-12 Years Old,15,14
2019,6-Houston,Female,African American,6-12 Years Old,16,21
2019,6-Houston,Female,African American,6-12 Years Old,7,21
2019,6-Houston,Female,African American,13-17 Years Old,12,33
2019,6-Houston,Female,African American,13-17 Years Old,13,51
2019,6-Houston,Female,African American,13-17 Years Old,15,41
2019,6-Houston,Female,African American,13-17 Years Old,6,58
2019,6-Houston,Female,African American,13-17 Years Old,9,58
2019,6-Houston,Female,African American,Birth to 5 Years Old,20,11
2019,6-Houston,Female,African American,Birth to 5 Years Old,8,6
2019,6-Houston,Female,African American,Birth to 5 Years Old,11,6
2019,6-Houston,Female,African American,Birth to 5 Years Old,10,9
2019,6-Houston,Female,African American,6-12 Years Old,13,11
2019,6-Houston,Female,African American,6-12 Years Old,12,22
2019,6-Houston,Female,African American,6-12 Years Old,11,25
2019,6-Houston,Female,African American,6-12 Years Old,15,31
2019,6-Houston,Female,Anglo,Birth to 5 Years Old,24,4
2019,6-Houston,Female,Anglo,6-12 Years Old,3,15
2019,6-Houston,Female,Anglo,6-12 Years Old,1,4
2019,6-Houston,Female,Anglo,6-12 Years Old,10,19
2019,6-Houston,Female,Anglo,13-17 Years Old,5,24
2019,6-Houston,Female,Anglo,13-17 Years Old,3,6
2019,6-Houston,Female,Anglo,13-17 Years Old,4,12
2019,6-Houston,Female,Anglo,13-17 Years Old,5,35
2019,6-Houston,Female,Anglo,13-17 Years Old,4,33
2019,6-Houston,Female,Anglo,Birth to 5 Years Old,8,5
2019,6-Houston,Female,Anglo,Birth to 5 Years Old,11,5
2019,6-Houston,Female,Anglo,Birth to 5 Years Old,8,13
2019,6-Houston,Female,Anglo,Birth to 5 Years Old,5,11
2019,6-Houston,Female,Anglo,6-12 Years Old,4,7
2019,6-Houston,Female,Anglo,6-12 Years Old,7,8
2019,6-Houston,Female,Anglo,6-12 Years Old,4,7
2019,6-Houston,Female,Anglo,6-12 Years Old,4,15
2019,6-Houston,Female,Asian,Birth to 5 Years Old,1,6
2019,6-Houston,Female,Asian,Birth to 5 Years Old,1,0
2019,6-Houston,Female,Asian,13-17 Years Old,1,57
2019,6-Houston,Female,Asian,13-17 Years Old,1,38
2019,6-Houston,Female,Hispanic,Birth to 5 Years Old,1,0
2019,6-Houston,Female,Hispanic,Birth to 5 Years Old,15,5
2019,6-Houston,Female,Hispanic,6-12 Years Old,11,17
2019,6-Houston,Female,Hispanic,6-12 Years Old,12,17
2019,6-Houston,Female,Hispanic,6-12 Years Old,9,24
2019,6-Houston,Female,Hispanic,13-17 Years Old,7,15
2019,6-Houston,Female,Hispanic,13-17 Years Old,9,26
2019,6-Houston,Female,Hispanic,13-17 Years Old,12,26
2019,6-Houston,Female,Hispanic,13-17 Years Old,3,31
2019,6-Houston,Female,Hispanic,13-17 Years Old,3,21
2019,6-Houston,Female,Hispanic,Birth to 5 Years Old,16,10
2019,6-Houston,Female,Hispanic,Birth to 5 Years Old,16,12
2019,6-Houston,Female,Hispanic,Birth to 5 Years Old,10,9
2019,6-Houston,Female,Hispanic,Birth to 5 Years Old,13,9
2019,6-Houston,Female,Hispanic,6-12 Years Old,9,11
2019,6-Houston,Female,Hispanic,6-12 Years Old,13,16
2019,6-Houston,Female,Hispanic,6-12 Years Old,7,7
2019,6-Houston,Female,Hispanic,6-12 Years Old,11,17
2019,6-Houston,Female,Other,Birth to 5 Years Old,3,4
2019,6-Houston,Female,Other,6-12 Years Old,1,53
2019,6-Houston,Female,Other,6-12 Years Old,1,6
2019,6-Houston,Female,Other,6-12 Years Old,3,45
2019,6-Houston,Female,Other,13-17 Years Old,1,42
2019,6-Houston,Female,Other,13-17 Years Old,2,19
2019,6-Houston,Female,Other,13-17 Years Old,1,47
2019,6-Houston,Female,Other,Birth to 5 Years Old,6,7
2019,6-Houston,Female,Other,Birth to 5 Years Old,3,3
2019,6-Houston,Female,Other,Birth to 5 Years Old,4,7
2019,6-Houston,Female,Other,6-12 Years Old,2,2
2019,6-Houston,Female,Other,6-12 Years Old,2,8
2019,6-Houston,Female,Other,6-12 Years Old,2,15
2019,6-Houston,Female,Unknown,13-17 Years Old,1,7
2019,6-Houston,Female,Unknown,Birth to 5 Years Old,2,11
2019,6-Houston,Female,Unknown,Birth to 5 Years Old,1,8
2019,6-Houston,Female,Unknown,6-12 Years Old,1,15
2019,6-Houston,Male,African American,Birth to 5 Years Old,1,5
2019,6-Houston,Male,African American,Birth to 5 Years Old,47,6
2019,6-Houston,Male,African American,6-12 Years Old,17,31
2019,6-Houston,Male,African American,6-12 Years Old,17,44
2019,6-Houston,Male,African American,6-12 Years Old,18,31
2019,6-Houston,Male,African American,13-17 Years Old,23,51
2019,6-Houston,Male,African American,13-17 Years Old,13,48
2019,6-Houston,Male,African American,13-17 Years Old,13,62
2019,6-Houston,Male,African American,13-17 Years Old,20,72
2019,6-Houston,Male,African American,13-17 Years Old,3,76
2019,6-Houston,Male,African American,Birth to 5 Years Old,29,9
2019,6-Houston,Male,African American,Birth to 5 Years Old,18,10
2019,6-Houston,Male,African American,Birth to 5 Years Old,15,13
2019,6-Houston,Male,African American,Birth to 5 Years Old,12,13
2019,6-Houston,Male,African American,6-12 Years Old,13,19
2019,6-Houston,Male,African American,6-12 Years Old,7,17
2019,6-Houston,Male,African American,6-12 Years Old,13,17
2019,6-Houston,Male,African American,6-12 Years Old,10,20
2019,6-Houston,Male,Anglo,Birth to 5 Years Old,20,5
2019,6-Houston,Male,Anglo,6-12 Years Old,12,14
2019,6-Houston,Male,Anglo,6-12 Years Old,6,23
2019,6-Houston,Male,Anglo,6-12 Years Old,11,31
2019,6-Houston,Male,Anglo,13-17 Years Old,6,16
2019,6-Houston,Male,Anglo,13-17 Years Old,8,29
2019,6-Houston,Male,Anglo,13-17 Years Old,8,61
2019,6-Houston,Male,Anglo,13-17 Years Old,8,50
2019,6-Houston,Male,Anglo,13-17 Years Old,3,60
2019,6-Houston,Male,Anglo,Birth to 5 Years Old,9,7
2019,6-Houston,Male,Anglo,Birth to 5 Years Old,3,5
2019,6-Houston,Male,Anglo,Birth to 5 Years Old,10,8
2019,6-Houston,Male,Anglo,Birth to 5 Years Old,8,8
2019,6-Houston,Male,Anglo,6-12 Years Old,7,12
2019,6-Houston,Male,Anglo,6-12 Years Old,7,9
2019,6-Houston,Male,Anglo,6-12 Years Old,6,17
2019,6-Houston,Male,Anglo,6-12 Years Old,6,17
2019,6-Houston,Male,Asian,6-12 Years Old,1,0
2019,6-Houston,Male,Asian,13-17 Years Old,1,38
2019,6-Houston,Male,Asian,13-17 Years Old,1,57
2019,6-Houston,Male,Hispanic,Birth to 5 Years Old,1,0
2019,6-Houston,Male,Hispanic,Birth to 5 Years Old,21,6
2019,6-Houston,Male,Hispanic,6-12 Years Old,7,14
2019,6-Houston,Male,Hispanic,6-12 Years Old,7,16
2019,6-Houston,Male,Hispanic,6-12 Years Old,10,28
2019,6-Houston,Male,Hispanic,13-17 Years Old,10,26
2019,6-Houston,Male,Hispanic,13-17 Years Old,6,30
2019,6-Houston,Male,Hispanic,13-17 Years Old,12,43
2019,6-Houston,Male,Hispanic,13-17 Years Old,8,46
2019,6-Houston,Male,Hispanic,13-17 Years Old,3,27
2019,6-Houston,Male,Hispanic,Birth to 5 Years Old,17,5
2019,6-Houston,Male,Hispanic,Birth to 5 Years Old,10,12
2019,6-Houston,Male,Hispanic,Birth to 5 Years Old,12,8
2019,6-Houston,Male,Hispanic,Birth to 5 Years Old,10,14
2019,6-Houston,Male,Hispanic,6-12 Years Old,14,13
2019,6-Houston,Male,Hispanic,6-12 Years Old,11,12
2019,6-Houston,Male,Hispanic,6-12 Years Old,16,14
2019,6-Houston,Male,Hispanic,6-12 Years Old,12,22
2019,6-Houston,Male,Other,Birth to 5 Years Old,1,1
2019,6-Houston,Male,Other,6-12 Years Old,1,2
2019,6-Houston,Male,Other,13-17 Years Old,1,31
2019,6-Houston,Male,Other,13-17 Years Old,4,61
2019,6-Houston,Male,Other,13-17 Years Old,3,36
2019,6-Houston,Male,Other,13-17 Years Old,2,50
2019,6-Houston,Male,Other,13-17 Years Old,1,123
2019,6-Houston,Male,Other,Birth to 5 Years Old,2,2
2019,6-Houston,Male,Other,Birth to 5 Years Old,2,5
2019,6-Houston,Male,Other,Birth to 5 Years Old,2,11
2019,6-Houston,Male,Other,Birth to 5 Years Old,1,11
2019,6-Houston,Male,Other,6-12 Years Old,1,31
2019,6-Houston,Male,Other,6-12 Years Old,1,7
2019,6-Houston,Male,Other,6-12 Years Old,2,6
2019,6-Houston,Male,Other,6-12 Years Old,2,11
2019,6-Houston,Male,Unknown,Birth to 5 Years Old,1,2
2019,6-Houston,Male,Unknown,Birth to 5 Years Old,2,2
2019,6-Houston,Male,Unknown,13-17 Years Old,1,9
2019,6-Houston,Male,Unknown,13-17 Years Old,1,3
2019,6-Houston,Male,Unknown,Birth to 5 Years Old,1,21
2019,7-Austin,Female,African American,Birth to 5 Years Old,19,6
2019,7-Austin,Female,African American,6-12 Years Old,4,14
2019,7-Austin,Female,African American,6-12 Years Old,6,22
2019,7-Austin,Female,African American,6-12 Years Old,3,21
2019,7-Austin,Female,African American,13-17 Years Old,8,22
2019,7-Austin,Female,African American,13-17 Years Old,7,28
2019,7-Austin,Female,African American,13-17 Years Old,5,31
2019,7-Austin,Female,African American,13-17 Years Old,7,44
2019,7-Austin,Female,African American,13-17 Years Old,2,53
2019,7-Austin,Female,African American,Birth to 5 Years Old,17,7
2019,7-Austin,Female,African American,Birth to 5 Years Old,8,5
2019,7-Austin,Female,African American,Birth to 5 Years Old,5,14
2019,7-Austin,Female,African American,Birth to 5 Years Old,4,6
2019,7-Austin,Female,African American,6-12 Years Old,8,8
2019,7-Austin,Female,African American,6-12 Years Old,7,9
2019,7-Austin,Female,African American,6-12 Years Old,9,10
2019,7-Austin,Female,African American,6-12 Years Old,7,18
2019,7-Austin,Female,Anglo,Birth to 5 Years Old,5,2
2019,7-Austin,Female,Anglo,Birth to 5 Years Old,19,6
2019,7-Austin,Female,Anglo,6-12 Years Old,8,10
2019,7-Austin,Female,Anglo,6-12 Years Old,7,16
2019,7-Austin,Female,Anglo,6-12 Years Old,1,5
2019,7-Austin,Female,Anglo,13-17 Years Old,8,18
2019,7-Austin,Female,Anglo,13-17 Years Old,4,13
2019,7-Austin,Female,Anglo,13-17 Years Old,9,23
2019,7-Austin,Female,Anglo,13-17 Years Old,8,26
2019,7-Austin,Female,Anglo,13-17 Years Old,7,32
2019,7-Austin,Female,Anglo,Birth to 5 Years Old,10,6
2019,7-Austin,Female,Anglo,Birth to 5 Years Old,13,6
2019,7-Austin,Female,Anglo,Birth to 5 Years Old,10,5
2019,7-Austin,Female,Anglo,Birth to 5 Years Old,7,8
2019,7-Austin,Female,Anglo,6-12 Years Old,6,6
2019,7-Austin,Female,Anglo,6-12 Years Old,5,9
2019,7-Austin,Female,Anglo,6-12 Years Old,6,13
2019,7-Austin,Female,Hispanic,Birth to 5 Years Old,7,2
2019,7-Austin,Female,Hispanic,Birth to 5 Years Old,17,6
2019,7-Austin,Female,Hispanic,6-12 Years Old,11,16
2019,7-Austin,Female,Hispanic,6-12 Years Old,7,19
2019,7-Austin,Female,Hispanic,6-12 Years Old,7,45
2019,7-Austin,Female,Hispanic,13-17 Years Old,7,28
2019,7-Austin,Female,Hispanic,13-17 Years Old,7,17
2019,7-Austin,Female,Hispanic,13-17 Years Old,7,18
2019,7-Austin,Female,Hispanic,13-17 Years Old,10,14
2019,7-Austin,Female,Hispanic,13-17 Years Old,4,32
2019,7-Austin,Female,Hispanic,Birth to 5 Years Old,24,9
2019,7-Austin,Female,Hispanic,Birth to 5 Years Old,14,8
2019,7-Austin,Female,Hispanic,Birth to 5 Years Old,8,7
2019,7-Austin,Female,Hispanic,Birth to 5 Years Old,5,7
2019,7-Austin,Female,Hispanic,6-12 Years Old,11,9
2019,7-Austin,Female,Hispanic,6-12 Years Old,9,10
2019,7-Austin,Female,Hispanic,6-12 Years Old,9,7
2019,7-Austin,Female,Hispanic,6-12 Years Old,8,10
2019,7-Austin,Female,Other,Birth to 5 Years Old,1,2
2019,7-Austin,Female,Other,Birth to 5 Years Old,8,3
2019,7-Austin,Female,Other,6-12 Years Old,2,10
2019,7-Austin,Female,Other,13-17 Years Old,2,19
2019,7-Austin,Female,Other,13-17 Years Old,3,11
2019,7-Austin,Female,Other,13-17 Years Old,1,25
2019,7-Austin,Female,Other,13-17 Years Old,1,19
2019,7-Austin,Female,Other,Birth to 5 Years Old,4,7
2019,7-Austin,Female,Other,Birth to 5 Years Old,5,8
2019,7-Austin,Female,Other,Birth to 5 Years Old,1,22
2019,7-Austin,Female,Other,Birth to 5 Years Old,2,15
2019,7-Austin,Female,Other,6-12 Years Old,1,25
2019,7-Austin,Female,Other,6-12 Years Old,1,19
2019,7-Austin,Female,Unknown,Birth to 5 Years Old,1,6
2019,7-Austin,Female,Unknown,13-17 Years Old,1,64
2019,7-Austin,Female,Unknown,Birth to 5 Years Old,1,7
2019,7-Austin,Male,African American,Birth to 5 Years Old,1,0
2019,7-Austin,Male,African American,Birth to 5 Years Old,15,6
2019,7-Austin,Male,African American,6-12 Years Old,11,13
2019,7-Austin,Male,African American,6-12 Years Old,4,28
2019,7-Austin,Male,African American,6-12 Years Old,6,16
2019,7-Austin,Male,African American,13-17 Years Old,9,9
2019,7-Austin,Male,African American,13-17 Years Old,6,30
2019,7-Austin,Male,African American,13-17 Years Old,5,18
2019,7-Austin,Male,African American,13-17 Years Old,5,34
2019,7-Austin,Male,African American,13-17 Years Old,4,59
2019,7-Austin,Male,African American,Birth to 5 Years Old,15,9
2019,7-Austin,Male,African American,Birth to 5 Years Old,10,7
2019,7-Austin,Male,African American,Birth to 5 Years Old,7,12
2019,7-Austin,Male,African American,Birth to 5 Years Old,13,7
2019,7-Austin,Male,African American,6-12 Years Old,4,4
2019,7-Austin,Male,African American,6-12 Years Old,7,9
2019,7-Austin,Male,African American,6-12 Years Old,5,7
2019,7-Austin,Male,African American,6-12 Years Old,5,16
2019,7-Austin,Male,Anglo,Birth to 5 Years Old,2,2
2019,7-Austin,Male,Anglo,Birth to 5 Years Old,23,5
