,Fiscal Year,Region,Gender,Race/Ethnicity,Age Group,Different Race/Ethnicity as Adoptive Parent,Same Race/Ethnicity as Adoptive Parent,Disabling Condition: Drug or Alcohol,Disabling Condition: Emotionally Disturbed,Disabling Condition: Learning Disability,Disabling Condition: Medically Involved,Disabling Condition: Other,Disabling Condition: Physical,Children in Adoption Placements,Children Waiting on Adoption as of 8/31,Total Months Since Termination,Average Months Since Termination of Parental Rights,Removals,Victims,In Foster Care,In Other Substitute Care,In Substitute Care with Non-Relative,In Substitute Care with Relative,Number of Consummated Adoptions,Number of Kids in Substitute Care,Percent of Kids in Consummated Adoptions
35,2010,11-Edinburg,Female,Hispanic,Thirteen to Seventeen Years Old,8.0,3.0,0.0,3.0,3.0,2.0,0.0,0.0,12,32,1219,38.09375,10.0,10.0,76.0,32.0,91.0,17.0,11.0,108.0,9.243697478991598
36,2010,11-Edinburg,Male,African American,Six to Twelve Years Old,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,6,178,29.66666666666667,0.0,14.0,4.0,1.0,5.0,0.0,0.0,5.0,0.0
37,2010,11-Edinburg,Male,Anglo,Birth to Five Years Old,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4,4,22,5.5,10.0,10.0,20.0,10.0,21.0,9.0,0.0,30.0,0.0
38,2010,11-Edinburg,Male,Anglo,Six to Twelve Years Old,3.0,1.0,0.0,2.0,6.0,1.0,0.0,1.0,6,9,155,17.22222222222222,10.0,14.0,18.0,6.0,21.0,3.0,4.0,24.0,14.285714285714285
39,2010,11-Edinburg,Male,Anglo,Thirteen to Seventeen Years Old,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,3,12,303,25.25,10.0,10.0,23.0,4.0,25.0,2.0,0.0,27.0,0.0
40,2010,11-Edinburg,Male,Hispanic,Birth to Five Years Old,10.0,30.0,12.0,0.0,3.0,4.0,0.0,0.0,40,39,265,6.794871794871796,10.0,10.0,76.0,51.0,80.0,47.0,40.0,127.0,23.952095808383234
41,2010,11-Edinburg,Male,Hispanic,Six to Twelve Years Old,10.0,17.0,2.0,6.0,11.0,3.0,0.0,2.0,36,65,1810,27.84615384615385,14.0,14.0,86.0,56.0,99.0,43.0,27.0,142.0,15.976331360946746
42,2010,11-Edinburg,Male,Hispanic,Thirteen to Seventeen Years Old,6.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,8,48,1930,40.208333333333336,10.0,10.0,76.0,32.0,91.0,17.0,9.0,108.0,7.6923076923076925
43,2010,2-Abilene,Female,African American,Birth to Five Years Old,6.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,6,5,23,4.6,10.0,10.0,14.0,10.0,14.0,10.0,7.0,24.0,22.58064516129032
44,2010,2-Abilene,Female,African American,Thirteen to Seventeen Years Old,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3,33,11.0,6.0,10.0,17.0,1.0,17.0,1.0,0.0,18.0,0.0
45,2010,2-Abilene,Female,Anglo,Birth to Five Years Old,0.0,9.0,1.0,0.0,1.0,2.0,0.0,0.0,11,7,70,10.0,10.0,10.0,29.0,19.0,29.0,19.0,0.0,48.0,0.0
46,2010,2-Abilene,Female,Anglo,Six to Twelve Years Old,3.0,12.0,0.0,6.0,3.0,0.0,0.0,0.0,15,11,269,24.45454545454545,14.0,14.0,35.0,16.0,35.0,16.0,15.0,51.0,22.727272727272727
47,2010,2-Abilene,Female,Anglo,Thirteen to Seventeen Years Old,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1,7,228,32.57142857142857,10.0,10.0,31.0,8.0,32.0,7.0,0.0,39.0,0.0
48,2010,2-Abilene,Female,Hispanic,Birth to Five Years Old,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,13,6,54,9.0,10.0,10.0,21.0,17.0,22.0,16.0,11.0,38.0,22.448979591836736
49,2010,2-Abilene,Female,Hispanic,Six to Twelve Years Old,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4,6,90,15.0,14.0,14.0,24.0,8.0,26.0,6.0,0.0,32.0,0.0
50,2010,2-Abilene,Male,African American,Birth to Five Years Old,10.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,12,1,11,11.0,10.0,10.0,12.0,8.0,13.0,7.0,12.0,20.0,37.5
51,2010,2-Abilene,Male,African American,Six to Twelve Years Old,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3,12,292,24.33333333333333,14.0,14.0,22.0,5.0,22.0,5.0,0.0,27.0,0.0
52,2010,2-Abilene,Male,African American,Thirteen to Seventeen Years Old,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2,3,119,39.66666666666666,8.0,10.0,18.0,3.0,19.0,2.0,0.0,21.0,0.0
53,2010,2-Abilene,Male,Anglo,Birth to Five Years Old,2.0,12.0,3.0,0.0,0.0,1.0,0.0,0.0,12,8,63,7.875,10.0,10.0,27.0,19.0,27.0,19.0,14.0,46.0,23.333333333333332
54,2010,2-Abilene,Male,Anglo,Six to Twelve Years Old,1.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,9,10,195,19.5,14.0,14.0,32.0,13.0,32.0,13.0,7.0,45.0,13.461538461538462
55,2010,2-Abilene,Male,Anglo,Thirteen to Seventeen Years Old,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,4,17,499,29.35294117647059,10.0,10.0,38.0,10.0,38.0,10.0,0.0,48.0,0.0
56,2010,2-Abilene,Male,Hispanic,Birth to Five Years Old,6.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,6,7,54,7.7142857142857135,10.0,10.0,27.0,11.0,26.0,12.0,0.0,38.0,0.0
57,2010,2-Abilene,Male,Hispanic,Six to Twelve Years Old,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,4,144,36.0,10.0,14.0,19.0,8.0,19.0,8.0,0.0,27.0,0.0
58,2010,2-Abilene,Male,Hispanic,Thirteen to Seventeen Years Old,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,5,110,22.0,6.0,10.0,19.0,7.0,19.0,7.0,0.0,26.0,0.0
59,2010,3-Arlington,Female,African American,Birth to Five Years Old,20.0,70.0,19.0,1.0,8.0,7.0,0.0,3.0,80,62,654,10.548387096774192,10.0,10.0,41.0,37.0,45.0,33.0,90.0,78.0,53.57142857142857
60,2010,3-Arlington,Female,African American,Six to Twelve Years Old,17.0,49.0,1.0,8.0,5.0,3.0,0.0,1.0,60,84,2329,27.726190476190478,14.0,14.0,47.0,32.0,52.0,27.0,66.0,79.0,45.51724137931035
61,2010,3-Arlington,Female,African American,Thirteen to Seventeen Years Old,1.0,11.0,1.0,4.0,4.0,2.0,1.0,0.0,10,42,1744,41.52380952380953,10.0,10.0,52.0,19.0,60.0,11.0,12.0,71.0,14.457831325301203
62,2010,3-Arlington,Female,Anglo,Birth to Five Years Old,18.0,72.0,31.0,0.0,6.0,10.0,2.0,0.0,91,60,288,4.8,10.0,10.0,75.0,62.0,82.0,55.0,90.0,137.0,39.647577092511014
63,2010,3-Arlington,Female,Anglo,Six to Twelve Years Old,8.0,51.0,1.0,15.0,12.0,2.0,0.0,2.0,58,60,1302,21.7,14.0,14.0,84.0,59.0,95.0,48.0,59.0,143.0,29.207920792079207
64,2010,3-Arlington,Female,Anglo,Thirteen to Seventeen Years Old,3.0,17.0,1.0,6.0,4.0,1.0,0.0,1.0,19,41,1205,29.39024390243902,10.0,10.0,81.0,35.0,90.0,26.0,20.0,116.0,14.705882352941178
65,2010,3-Arlington,Female,Asian,Birth to Five Years Old,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,34,34.0,6.0,10.0,3.0,1.0,3.0,1.0,0.0,4.0,0.0
66,2010,3-Arlington,Female,Hispanic,Birth to Five Years Old,39.0,15.0,14.0,0.0,1.0,4.0,0.0,0.0,48,41,383,9.341463414634148,10.0,10.0,46.0,33.0,50.0,29.0,54.0,79.0,40.6015037593985
67,2010,3-Arlington,Female,Hispanic,Six to Twelve Years Old,23.0,6.0,1.0,5.0,3.0,3.0,0.0,2.0,33,50,938,18.76,14.0,14.0,51.0,34.0,59.0,26.0,29.0,85.0,25.438596491228072
68,2010,3-Arlington,Female,Hispanic,Thirteen to Seventeen Years Old,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,8,24,755,31.45833333333333,10.0,10.0,46.0,18.0,51.0,13.0,7.0,64.0,9.859154929577464
69,2010,3-Arlington,Male,African American,Birth to Five Years Old,31.0,63.0,36.0,2.0,6.0,5.0,2.0,0.0,94,79,876,11.088607594936711,10.0,10.0,51.0,32.0,58.0,25.0,94.0,83.0,53.10734463276836
70,2010,3-Arlington,Male,African American,Six to Twelve Years Old,24.0,45.0,6.0,16.0,17.0,11.0,0.0,1.0,66,75,2348,31.30666666666667,14.0,14.0,59.0,33.0,67.0,25.0,69.0,92.0,42.857142857142854
71,2010,3-Arlington,Male,African American,Thirteen to Seventeen Years Old,3.0,17.0,0.0,7.0,5.0,2.0,0.0,0.0,17,47,2977,63.3404255319149,10.0,10.0,58.0,18.0,64.0,12.0,20.0,76.0,20.833333333333336
72,2010,3-Arlington,Male,Anglo,Birth to Five Years Old,19.0,80.0,28.0,2.0,5.0,5.0,0.0,0.0,91,64,598,9.34375,10.0,10.0,84.0,48.0,87.0,45.0,99.0,132.0,42.857142857142854
73,2010,3-Arlington,Male,Anglo,Six to Twelve Years Old,9.0,53.0,2.0,19.0,17.0,6.0,0.0,1.0,52,80,2057,25.7125,14.0,14.0,98.0,63.0,116.0,45.0,62.0,161.0,27.802690582959645
74,2010,3-Arlington,Male,Anglo,Thirteen to Seventeen Years Old,2.0,18.0,0.0,8.0,6.0,1.0,0.0,0.0,16,47,1783,37.93617021276596,10.0,10.0,89.0,32.0,98.0,23.0,20.0,121.0,14.184397163120568
75,2010,3-Arlington,Male,Hispanic,Birth to Five Years Old,40.0,14.0,17.0,0.0,4.0,8.0,0.0,4.0,57,48,430,8.958333333333334,10.0,10.0,47.0,41.0,58.0,30.0,54.0,88.0,38.028169014084504
76,2010,3-Arlington,Male,Hispanic,Six to Twelve Years Old,28.0,13.0,1.0,8.0,9.0,2.0,0.0,0.0,36,41,1039,25.34146341463415,14.0,14.0,46.0,37.0,54.0,29.0,41.0,83.0,33.064516129032256
77,2010,3-Arlington,Male,Hispanic,Thirteen to Seventeen Years Old,9.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,8,28,1523,54.39285714285714,10.0,10.0,44.0,18.0,50.0,12.0,0.0,62.0,0.0
78,2010,3-Arlington,Male,Other,Six to Twelve Years Old,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3,2,48,24.0,6.0,14.0,7.0,3.0,9.0,1.0,0.0,10.0,0.0
79,2010,4-Tyler,Female,African American,Birth to Five Years Old,6.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,20,16,170,10.625,10.0,10.0,39.0,27.0,40.0,26.0,17.0,66.0,20.481927710843372
80,2010,4-Tyler,Female,African American,Six to Twelve Years Old,0.0,13.0,0.0,1.0,4.0,0.0,0.0,0.0,16,22,411,18.681818181818183,14.0,14.0,29.0,28.0,33.0,24.0,0.0,57.0,0.0
81,2010,4-Tyler,Female,Anglo,Birth to Five Years Old,4.0,36.0,12.0,0.0,3.0,3.0,0.0,0.0,44,20,98,4.9,10.0,10.0,57.0,52.0,63.0,46.0,40.0,109.0,26.845637583892618
82,2010,4-Tyler,Female,Anglo,Six to Twelve Years Old,0.0,16.0,0.0,3.0,1.0,2.0,0.0,0.0,13,21,264,12.571428571428573,14.0,14.0,55.0,42.0,59.0,38.0,0.0,97.0,0.0
83,2010,4-Tyler,Female,Anglo,Thirteen to Seventeen Years Old,2.0,6.0,1.0,2.0,2.0,0.0,0.0,0.0,9,10,247,24.7,10.0,10.0,59.0,24.0,63.0,20.0,8.0,83.0,8.791208791208792
84,2010,4-Tyler,Female,Hispanic,Six to Twelve Years Old,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6,9,224,24.88888888888889,14.0,14.0,16.0,16.0,18.0,14.0,4.0,32.0,11.11111111111111
85,2010,4-Tyler,Male,African American,Birth to Five Years Old,11.0,11.0,9.0,0.0,4.0,1.0,0.0,0.0,26,14,116,8.285714285714286,10.0,10.0,30.0,42.0,35.0,37.0,22.0,72.0,23.404255319148938
86,2010,4-Tyler,Male,African American,Six to Twelve Years Old,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,8,20,451,22.55,12.0,14.0,37.0,15.0,37.0,15.0,0.0,52.0,0.0
87,2010,4-Tyler,Male,Anglo,Birth to Five Years Old,6.0,36.0,7.0,0.0,2.0,3.0,0.0,0.0,43,18,92,5.111111111111111,10.0,10.0,67.0,57.0,72.0,52.0,42.0,124.0,25.301204819277107
88,2010,4-Tyler,Male,Anglo,Six to Twelve Years Old,5.0,24.0,0.0,6.0,8.0,2.0,0.0,0.0,31,29,620,21.379310344827584,14.0,14.0,75.0,45.0,82.0,38.0,29.0,120.0,19.463087248322147
89,2010,4-Tyler,Male,Anglo,Thirteen to Seventeen Years Old,0.0,7.0,0.0,3.0,2.0,2.0,0.0,0.0,6,14,408,29.142857142857146,10.0,10.0,80.0,18.0,84.0,14.0,0.0,98.0,0.0
90,2010,4-Tyler,Male,Hispanic,Birth to Five Years Old,8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,10,2,18,9.0,10.0,10.0,17.0,15.0,17.0,15.0,9.0,32.0,21.951219512195124
91,2010,5-Beaumont,Female,African American,Birth to Five Years Old,1.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,12,20,208,10.4,10.0,10.0,30.0,13.0,29.0,14.0,17.0,43.0,28.333333333333332
92,2010,5-Beaumont,Female,African American,Six to Twelve Years Old,1.0,8.0,3.0,1.0,1.0,0.0,0.0,0.0,5,13,197,15.153846153846152,14.0,14.0,28.0,7.0,26.0,9.0,9.0,35.0,20.454545454545457
93,2010,5-Beaumont,Female,Anglo,Birth to Five Years Old,3.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,11,22,156,7.090909090909091,10.0,10.0,50.0,21.0,47.0,24.0,10.0,71.0,12.345679012345679
94,2010,5-Beaumont,Female,Anglo,Thirteen to Seventeen Years Old,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3,2,72,36.0,10.0,10.0,31.0,8.0,34.0,5.0,4.0,39.0,9.30232558139535
95,2010,5-Beaumont,Male,African American,Birth to Five Years Old,2.0,14.0,3.0,0.0,2.0,2.0,0.0,0.0,10,10,55,5.5,10.0,10.0,18.0,10.0,18.0,10.0,16.0,28.0,36.36363636363637
96,2010,5-Beaumont,Male,African American,Six to Twelve Years Old,0.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,5,13,327,25.153846153846153,14.0,14.0,25.0,8.0,26.0,7.0,0.0,33.0,0.0
97,2010,5-Beaumont,Male,Anglo,Birth to Five Years Old,3.0,19.0,6.0,0.0,3.0,4.0,0.0,1.0,15,12,75,6.25,10.0,10.0,35.0,17.0,31.0,21.0,22.0,52.0,29.72972972972973
98,2010,5-Beaumont,Male,Anglo,Six to Twelve Years Old,1.0,14.0,2.0,2.0,1.0,1.0,0.0,0.0,16,15,204,13.6,14.0,14.0,35.0,18.0,38.0,15.0,15.0,53.0,22.058823529411764
99,2010,5-Beaumont,Male,Hispanic,Six to Twelve Years Old,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3,1,16,16.0,8.0,14.0,7.0,3.0,8.0,2.0,0.0,10.0,0.0
100,2010,6-Houston,Female,African American,Birth to Five Years Old,44.0,117.0,47.0,5.0,7.0,8.0,0.0,1.0,171,199,2267,11.391959798994975,10.0,10.0,27.0,46.0,39.0,34.0,161.0,73.0,68.80341880341881
101,2010,6-Houston,Female,African American,Six to Twelve Years Old,15.0,60.0,4.0,7.0,3.0,2.0,0.0,0.0,66,171,3918,22.91228070175439,14.0,14.0,39.0,42.0,53.0,28.0,75.0,81.0,48.07692307692308
102,2010,6-Houston,Female,African American,Thirteen to Seventeen Years Old,1.0,18.0,0.0,4.0,4.0,0.0,0.0,0.0,19,80,2846,35.575,10.0,10.0,67.0,23.0,79.0,11.0,19.0,90.0,17.431192660550458
103,2010,6-Houston,Female,Anglo,Birth to Five Years Old,6.0,64.0,20.0,0.0,0.0,2.0,0.0,0.0,78,71,581,8.183098591549296,10.0,10.0,37.0,52.0,54.0,35.0,70.0,89.0,44.0251572327044
104,2010,6-Houston,Female,Anglo,Six to Twelve Years Old,4.0,49.0,1.0,4.0,1.0,1.0,0.0,0.0,57,56,993,17.732142857142858,14.0,14.0,55.0,50.0,67.0,38.0,53.0,105.0,33.54430379746836
105,2010,6-Houston,Female,Anglo,Thirteen to Seventeen Years Old,3.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,6,24,628,26.16666666666667,10.0,10.0,59.0,26.0,67.0,18.0,9.0,85.0,9.574468085106384
