Fiscal Year,Region Code,Region,Confirmed Victims,Gender,Race/Ethnicity,Age,Victims
2019,001,1-Lubbock,Not Confirmed,Female,African American,0,43
2019,001,1-Lubbock,Not Confirmed,Female,African American,1,35
2019,001,1-Lubbock,Not Confirmed,Female,African American,10,10
2019,001,1-Lubbock,Not Confirmed,Female,African American,11,13
2019,001,1-Lubbock,Not Confirmed,Female,African American,12,12
2019,001,1-Lubbock,Not Confirmed,Female,African American,13,21
2019,001,1-Lubbock,Not Confirmed,Female,African American,14,12
2019,001,1-Lubbock,Not Confirmed,Female,African American,15,13
2019,001,1-Lubbock,Not Confirmed,Female,African American,16,15
2019,001,1-Lubbock,Not Confirmed,Female,African American,17,9
2019,001,1-Lubbock,Not Confirmed,Female,African American,2,18
2019,001,1-Lubbock,Not Confirmed,Female,African American,3,27
2019,001,1-Lubbock,Not Confirmed,Female,African American,4,30
2019,001,1-Lubbock,Not Confirmed,Female,African American,5,22
2019,001,1-Lubbock,Not Confirmed,Female,African American,6,26
2019,001,1-Lubbock,Not Confirmed,Female,African American,7,30
2019,001,1-Lubbock,Not Confirmed,Female,African American,8,32
2019,001,1-Lubbock,Not Confirmed,Female,African American,9,24
2019,001,1-Lubbock,Not Confirmed,Female,Anglo,0,96
2019,001,1-Lubbock,Not Confirmed,Female,Anglo,1,66
2019,001,1-Lubbock,Not Confirmed,Female,Anglo,10,69
2019,001,1-Lubbock,Not Confirmed,Female,Anglo,11,66
2019,001,1-Lubbock,Not Confirmed,Female,Anglo,12,85
2019,001,1-Lubbock,Not Confirmed,Female,Anglo,13,70
2019,001,1-Lubbock,Not Confirmed,Female,Anglo,14,59
2019,001,1-Lubbock,Not Confirmed,Female,Anglo,15,67
2019,001,1-Lubbock,Not Confirmed,Female,Anglo,16,46
2019,001,1-Lubbock,Not Confirmed,Female,Anglo,17,34
2019,001,1-Lubbock,Not Confirmed,Female,Anglo,18,1
2019,001,1-Lubbock,Not Confirmed,Female,Anglo,2,91
2019,001,1-Lubbock,Not Confirmed,Female,Anglo,3,95
2019,001,1-Lubbock,Not Confirmed,Female,Anglo,4,104
2019,001,1-Lubbock,Not Confirmed,Female,Anglo,5,103
2019,001,1-Lubbock,Not Confirmed,Female,Anglo,6,82
2019,001,1-Lubbock,Not Confirmed,Female,Anglo,7,84
2019,001,1-Lubbock,Not Confirmed,Female,Anglo,8,75
2019,001,1-Lubbock,Not Confirmed,Female,Anglo,9,69
2019,001,1-Lubbock,Not Confirmed,Female,Anglo,Over 18,3
2019,001,1-Lubbock,Not Confirmed,Female,Asian,0,2
2019,001,1-Lubbock,Not Confirmed,Female,Asian,1,3
2019,001,1-Lubbock,Not Confirmed,Female,Asian,10,1
2019,001,1-Lubbock,Not Confirmed,Female,Asian,11,1
2019,001,1-Lubbock,Not Confirmed,Female,Asian,12,1
2019,001,1-Lubbock,Not Confirmed,Female,Asian,13,3
2019,001,1-Lubbock,Not Confirmed,Female,Asian,14,4
2019,001,1-Lubbock,Not Confirmed,Female,Asian,15,1
2019,001,1-Lubbock,Not Confirmed,Female,Asian,17,1
2019,001,1-Lubbock,Not Confirmed,Female,Asian,2,2
2019,001,1-Lubbock,Not Confirmed,Female,Asian,3,1
2019,001,1-Lubbock,Not Confirmed,Female,Asian,4,3
2019,001,1-Lubbock,Not Confirmed,Female,Asian,5,3
2019,001,1-Lubbock,Not Confirmed,Female,Asian,6,2
2019,001,1-Lubbock,Not Confirmed,Female,Asian,7,2
2019,001,1-Lubbock,Not Confirmed,Female,Asian,8,2
2019,001,1-Lubbock,Not Confirmed,Female,Asian,9,3
2019,001,1-Lubbock,Not Confirmed,Female,Hispanic,0,193
2019,001,1-Lubbock,Not Confirmed,Female,Hispanic,1,126
2019,001,1-Lubbock,Not Confirmed,Female,Hispanic,10,98
2019,001,1-Lubbock,Not Confirmed,Female,Hispanic,11,85
2019,001,1-Lubbock,Not Confirmed,Female,Hispanic,12,90
2019,001,1-Lubbock,Not Confirmed,Female,Hispanic,13,75
2019,001,1-Lubbock,Not Confirmed,Female,Hispanic,14,99
2019,001,1-Lubbock,Not Confirmed,Female,Hispanic,15,86
2019,001,1-Lubbock,Not Confirmed,Female,Hispanic,16,81
2019,001,1-Lubbock,Not Confirmed,Female,Hispanic,17,56
2019,001,1-Lubbock,Not Confirmed,Female,Hispanic,18,2
2019,001,1-Lubbock,Not Confirmed,Female,Hispanic,2,140
2019,001,1-Lubbock,Not Confirmed,Female,Hispanic,3,145
2019,001,1-Lubbock,Not Confirmed,Female,Hispanic,4,150
2019,001,1-Lubbock,Not Confirmed,Female,Hispanic,5,156
2019,001,1-Lubbock,Not Confirmed,Female,Hispanic,6,105
2019,001,1-Lubbock,Not Confirmed,Female,Hispanic,7,98
2019,001,1-Lubbock,Not Confirmed,Female,Hispanic,8,112
2019,001,1-Lubbock,Not Confirmed,Female,Hispanic,9,86
2019,001,1-Lubbock,Not Confirmed,Female,Hispanic,Over 18,1
2019,001,1-Lubbock,Not Confirmed,Female,Hispanic,Unknown,1
2019,001,1-Lubbock,Not Confirmed,Female,Native American,0,1
2019,001,1-Lubbock,Not Confirmed,Female,Native American,10,1
2019,001,1-Lubbock,Not Confirmed,Female,Native American,5,1
2019,001,1-Lubbock,Not Confirmed,Female,Native American,8,1
2019,001,1-Lubbock,Not Confirmed,Female,Other,0,20
2019,001,1-Lubbock,Not Confirmed,Female,Other,1,19
2019,001,1-Lubbock,Not Confirmed,Female,Other,10,6
2019,001,1-Lubbock,Not Confirmed,Female,Other,11,14
2019,001,1-Lubbock,Not Confirmed,Female,Other,12,8
2019,001,1-Lubbock,Not Confirmed,Female,Other,13,9
2019,001,1-Lubbock,Not Confirmed,Female,Other,14,6
2019,001,1-Lubbock,Not Confirmed,Female,Other,15,7
2019,001,1-Lubbock,Not Confirmed,Female,Other,16,5
2019,001,1-Lubbock,Not Confirmed,Female,Other,17,4
2019,001,1-Lubbock,Not Confirmed,Female,Other,2,18
2019,001,1-Lubbock,Not Confirmed,Female,Other,3,21
2019,001,1-Lubbock,Not Confirmed,Female,Other,4,17
2019,001,1-Lubbock,Not Confirmed,Female,Other,5,17
2019,001,1-Lubbock,Not Confirmed,Female,Other,6,13
2019,001,1-Lubbock,Not Confirmed,Female,Other,7,16
2019,001,1-Lubbock,Not Confirmed,Female,Other,8,14
2019,001,1-Lubbock,Not Confirmed,Female,Other,9,11
2019,001,1-Lubbock,Not Confirmed,Male,African American,0,63
2019,001,1-Lubbock,Not Confirmed,Male,African American,1,34
2019,001,1-Lubbock,Not Confirmed,Male,African American,10,26
2019,001,1-Lubbock,Not Confirmed,Male,African American,11,16
2019,001,1-Lubbock,Not Confirmed,Male,African American,12,19
2019,001,1-Lubbock,Not Confirmed,Male,African American,13,16
2019,001,1-Lubbock,Not Confirmed,Male,African American,14,10
2019,001,1-Lubbock,Not Confirmed,Male,African American,15,12
2019,001,1-Lubbock,Not Confirmed,Male,African American,16,11
2019,001,1-Lubbock,Not Confirmed,Male,African American,17,4
2019,001,1-Lubbock,Not Confirmed,Male,African American,2,24
2019,001,1-Lubbock,Not Confirmed,Male,African American,3,20
2019,001,1-Lubbock,Not Confirmed,Male,African American,4,36
2019,001,1-Lubbock,Not Confirmed,Male,African American,5,44
2019,001,1-Lubbock,Not Confirmed,Male,African American,6,29
2019,001,1-Lubbock,Not Confirmed,Male,African American,7,27
2019,001,1-Lubbock,Not Confirmed,Male,African American,8,24
2019,001,1-Lubbock,Not Confirmed,Male,African American,9,21
2019,001,1-Lubbock,Not Confirmed,Male,African American,Over 18,1
2019,001,1-Lubbock,Not Confirmed,Male,Anglo,0,113
2019,001,1-Lubbock,Not Confirmed,Male,Anglo,1,75
2019,001,1-Lubbock,Not Confirmed,Male,Anglo,10,54
2019,001,1-Lubbock,Not Confirmed,Male,Anglo,11,57
2019,001,1-Lubbock,Not Confirmed,Male,Anglo,12,57
2019,001,1-Lubbock,Not Confirmed,Male,Anglo,13,40
2019,001,1-Lubbock,Not Confirmed,Male,Anglo,14,47
2019,001,1-Lubbock,Not Confirmed,Male,Anglo,15,46
2019,001,1-Lubbock,Not Confirmed,Male,Anglo,16,60
2019,001,1-Lubbock,Not Confirmed,Male,Anglo,17,20
2019,001,1-Lubbock,Not Confirmed,Male,Anglo,2,91
2019,001,1-Lubbock,Not Confirmed,Male,Anglo,3,109
2019,001,1-Lubbock,Not Confirmed,Male,Anglo,4,110
2019,001,1-Lubbock,Not Confirmed,Male,Anglo,5,107
2019,001,1-Lubbock,Not Confirmed,Male,Anglo,6,99
2019,001,1-Lubbock,Not Confirmed,Male,Anglo,7,78
2019,001,1-Lubbock,Not Confirmed,Male,Anglo,8,85
2019,001,1-Lubbock,Not Confirmed,Male,Anglo,9,71
2019,001,1-Lubbock,Not Confirmed,Male,Anglo,Over 18,1
2019,001,1-Lubbock,Not Confirmed,Male,Asian,0,4
2019,001,1-Lubbock,Not Confirmed,Male,Asian,1,1
2019,001,1-Lubbock,Not Confirmed,Male,Asian,10,2
2019,001,1-Lubbock,Not Confirmed,Male,Asian,11,2
2019,001,1-Lubbock,Not Confirmed,Male,Asian,12,1
2019,001,1-Lubbock,Not Confirmed,Male,Asian,14,1
2019,001,1-Lubbock,Not Confirmed,Male,Asian,15,1
2019,001,1-Lubbock,Not Confirmed,Male,Asian,2,1
2019,001,1-Lubbock,Not Confirmed,Male,Asian,3,4
2019,001,1-Lubbock,Not Confirmed,Male,Asian,4,2
2019,001,1-Lubbock,Not Confirmed,Male,Asian,5,1
2019,001,1-Lubbock,Not Confirmed,Male,Asian,6,1
2019,001,1-Lubbock,Not Confirmed,Male,Asian,7,1
2019,001,1-Lubbock,Not Confirmed,Male,Asian,8,1
2019,001,1-Lubbock,Not Confirmed,Male,Asian,9,1
2019,001,1-Lubbock,Not Confirmed,Male,Hispanic,0,189
2019,001,1-Lubbock,Not Confirmed,Male,Hispanic,1,125
2019,001,1-Lubbock,Not Confirmed,Male,Hispanic,10,113
2019,001,1-Lubbock,Not Confirmed,Male,Hispanic,11,95
2019,001,1-Lubbock,Not Confirmed,Male,Hispanic,12,89
2019,001,1-Lubbock,Not Confirmed,Male,Hispanic,13,65
2019,001,1-Lubbock,Not Confirmed,Male,Hispanic,14,66
2019,001,1-Lubbock,Not Confirmed,Male,Hispanic,15,55
2019,001,1-Lubbock,Not Confirmed,Male,Hispanic,16,48
2019,001,1-Lubbock,Not Confirmed,Male,Hispanic,17,41
2019,001,1-Lubbock,Not Confirmed,Male,Hispanic,2,129
2019,001,1-Lubbock,Not Confirmed,Male,Hispanic,3,144
2019,001,1-Lubbock,Not Confirmed,Male,Hispanic,4,160
2019,001,1-Lubbock,Not Confirmed,Male,Hispanic,5,173
2019,001,1-Lubbock,Not Confirmed,Male,Hispanic,6,128
2019,001,1-Lubbock,Not Confirmed,Male,Hispanic,7,115
2019,001,1-Lubbock,Not Confirmed,Male,Hispanic,8,100
2019,001,1-Lubbock,Not Confirmed,Male,Hispanic,9,114
2019,001,1-Lubbock,Not Confirmed,Male,Hispanic,Over 18,2
2019,001,1-Lubbock,Not Confirmed,Male,Hispanic,Unknown,1
2019,001,1-Lubbock,Not Confirmed,Male,Native American,0,1
2019,001,1-Lubbock,Not Confirmed,Male,Native American,10,1
2019,001,1-Lubbock,Not Confirmed,Male,Native American,11,1
2019,001,1-Lubbock,Not Confirmed,Male,Native American,15,2
2019,001,1-Lubbock,Not Confirmed,Male,Native American,2,1
2019,001,1-Lubbock,Not Confirmed,Male,Other,0,30
2019,001,1-Lubbock,Not Confirmed,Male,Other,1,19
2019,001,1-Lubbock,Not Confirmed,Male,Other,10,11
2019,001,1-Lubbock,Not Confirmed,Male,Other,11,5
2019,001,1-Lubbock,Not Confirmed,Male,Other,12,10
2019,001,1-Lubbock,Not Confirmed,Male,Other,13,5
2019,001,1-Lubbock,Not Confirmed,Male,Other,14,4
2019,001,1-Lubbock,Not Confirmed,Male,Other,15,5
2019,001,1-Lubbock,Not Confirmed,Male,Other,16,4
2019,001,1-Lubbock,Not Confirmed,Male,Other,17,2
2019,001,1-Lubbock,Not Confirmed,Male,Other,2,16
2019,001,1-Lubbock,Not Confirmed,Male,Other,3,20
2019,001,1-Lubbock,Not Confirmed,Male,Other,4,21
2019,001,1-Lubbock,Not Confirmed,Male,Other,5,18
2019,001,1-Lubbock,Not Confirmed,Male,Other,6,13
2019,001,1-Lubbock,Not Confirmed,Male,Other,7,10
2019,001,1-Lubbock,Not Confirmed,Male,Other,8,9
2019,001,1-Lubbock,Not Confirmed,Male,Other,9,17
2019,001,1-Lubbock,Not Confirmed,Unknown,African American,0,1
2019,001,1-Lubbock,Not Confirmed,Unknown,African American,10,1
2019,001,1-Lubbock,Not Confirmed,Unknown,African American,12,1
2019,001,1-Lubbock,Not Confirmed,Unknown,African American,13,1
2019,001,1-Lubbock,Not Confirmed,Unknown,African American,14,1
2019,001,1-Lubbock,Not Confirmed,Unknown,African American,2,1
2019,001,1-Lubbock,Not Confirmed,Unknown,African American,4,1
2019,001,1-Lubbock,Not Confirmed,Unknown,African American,5,1
2019,001,1-Lubbock,Not Confirmed,Unknown,African American,6,1
2019,001,1-Lubbock,Not Confirmed,Unknown,African American,9,2
2019,001,1-Lubbock,Not Confirmed,Unknown,African American,Unknown,1
2019,001,1-Lubbock,Not Confirmed,Unknown,Anglo,0,4
2019,001,1-Lubbock,Not Confirmed,Unknown,Anglo,1,2
2019,001,1-Lubbock,Not Confirmed,Unknown,Anglo,10,1
2019,001,1-Lubbock,Not Confirmed,Unknown,Anglo,13,1
2019,001,1-Lubbock,Not Confirmed,Unknown,Anglo,14,1
2019,001,1-Lubbock,Not Confirmed,Unknown,Anglo,16,1
2019,001,1-Lubbock,Not Confirmed,Unknown,Anglo,2,1
2019,001,1-Lubbock,Not Confirmed,Unknown,Anglo,3,3
2019,001,1-Lubbock,Not Confirmed,Unknown,Anglo,5,1
2019,001,1-Lubbock,Not Confirmed,Unknown,Anglo,6,1
2019,001,1-Lubbock,Not Confirmed,Unknown,Anglo,8,1
2019,001,1-Lubbock,Not Confirmed,Unknown,Anglo,9,1
2019,001,1-Lubbock,Not Confirmed,Unknown,Anglo,Over 18,1
2019,001,1-Lubbock,Not Confirmed,Unknown,Asian,13,1
2019,001,1-Lubbock,Not Confirmed,Unknown,Hispanic,0,1
2019,001,1-Lubbock,Not Confirmed,Unknown,Hispanic,1,5
2019,001,1-Lubbock,Not Confirmed,Unknown,Hispanic,10,3
2019,001,1-Lubbock,Not Confirmed,Unknown,Hispanic,11,4
2019,001,1-Lubbock,Not Confirmed,Unknown,Hispanic,12,1
2019,001,1-Lubbock,Not Confirmed,Unknown,Hispanic,13,1
2019,001,1-Lubbock,Not Confirmed,Unknown,Hispanic,15,1
2019,001,1-Lubbock,Not Confirmed,Unknown,Hispanic,2,1
2019,001,1-Lubbock,Not Confirmed,Unknown,Hispanic,3,4
2019,001,1-Lubbock,Not Confirmed,Unknown,Hispanic,4,3
2019,001,1-Lubbock,Not Confirmed,Unknown,Hispanic,5,1
2019,001,1-Lubbock,Not Confirmed,Unknown,Hispanic,6,2
2019,001,1-Lubbock,Not Confirmed,Unknown,Hispanic,7,1
2019,001,1-Lubbock,Not Confirmed,Unknown,Hispanic,8,3
2019,001,1-Lubbock,Not Confirmed,Unknown,Hispanic,9,1
2019,001,1-Lubbock,Not Confirmed,Unknown,Other,1,2
2019,001,1-Lubbock,Not Confirmed,Unknown,Other,2,2
2019,001,1-Lubbock,Not Confirmed,Unknown,Other,5,1
2019,001,1-Lubbock,Not Confirmed,Unknown,Other,7,1
2019,001,1-Lubbock,Not Confirmed,Unknown,Other,8,2
2019,001,1-Lubbock,Not Confirmed,Unknown,Other,Unknown,1
2019,001,1-Lubbock,Confirmed Victim,Female,African American,0,44
2019,001,1-Lubbock,Confirmed Victim,Female,African American,1,9
2019,001,1-Lubbock,Confirmed Victim,Female,African American,10,3
2019,001,1-Lubbock,Confirmed Victim,Female,African American,11,5
2019,001,1-Lubbock,Confirmed Victim,Female,African American,12,8
2019,001,1-Lubbock,Confirmed Victim,Female,African American,13,4
2019,001,1-Lubbock,Confirmed Victim,Female,African American,14,4
2019,001,1-Lubbock,Confirmed Victim,Female,African American,15,7
2019,001,1-Lubbock,Confirmed Victim,Female,African American,16,3
2019,001,1-Lubbock,Confirmed Victim,Female,African American,17,1
2019,001,1-Lubbock,Confirmed Victim,Female,African American,2,12
2019,001,1-Lubbock,Confirmed Victim,Female,African American,3,11
2019,001,1-Lubbock,Confirmed Victim,Female,African American,4,6
2019,001,1-Lubbock,Confirmed Victim,Female,African American,5,10
2019,001,1-Lubbock,Confirmed Victim,Female,African American,6,9
2019,001,1-Lubbock,Confirmed Victim,Female,African American,7,8
2019,001,1-Lubbock,Confirmed Victim,Female,African American,8,8
2019,001,1-Lubbock,Confirmed Victim,Female,African American,9,5
2019,001,1-Lubbock,Confirmed Victim,Female,Anglo,0,71
2019,001,1-Lubbock,Confirmed Victim,Female,Anglo,1,42
2019,001,1-Lubbock,Confirmed Victim,Female,Anglo,10,28
2019,001,1-Lubbock,Confirmed Victim,Female,Anglo,11,12
2019,001,1-Lubbock,Confirmed Victim,Female,Anglo,12,19
2019,001,1-Lubbock,Confirmed Victim,Female,Anglo,13,16
2019,001,1-Lubbock,Confirmed Victim,Female,Anglo,14,23
2019,001,1-Lubbock,Confirmed Victim,Female,Anglo,15,20
2019,001,1-Lubbock,Confirmed Victim,Female,Anglo,16,21
2019,001,1-Lubbock,Confirmed Victim,Female,Anglo,17,10
2019,001,1-Lubbock,Confirmed Victim,Female,Anglo,18,1
2019,001,1-Lubbock,Confirmed Victim,Female,Anglo,2,35
2019,001,1-Lubbock,Confirmed Victim,Female,Anglo,3,34
2019,001,1-Lubbock,Confirmed Victim,Female,Anglo,4,36
2019,001,1-Lubbock,Confirmed Victim,Female,Anglo,5,38
2019,001,1-Lubbock,Confirmed Victim,Female,Anglo,6,22
2019,001,1-Lubbock,Confirmed Victim,Female,Anglo,7,23
2019,001,1-Lubbock,Confirmed Victim,Female,Anglo,8,23
2019,001,1-Lubbock,Confirmed Victim,Female,Anglo,9,21
2019,001,1-Lubbock,Confirmed Victim,Female,Asian,0,1
2019,001,1-Lubbock,Confirmed Victim,Female,Asian,10,1
2019,001,1-Lubbock,Confirmed Victim,Female,Asian,11,1
2019,001,1-Lubbock,Confirmed Victim,Female,Asian,14,3
2019,001,1-Lubbock,Confirmed Victim,Female,Asian,3,3
2019,001,1-Lubbock,Confirmed Victim,Female,Asian,4,3
2019,001,1-Lubbock,Confirmed Victim,Female,Asian,5,1
2019,001,1-Lubbock,Confirmed Victim,Female,Asian,6,1
2019,001,1-Lubbock,Confirmed Victim,Female,Asian,8,1
2019,001,1-Lubbock,Confirmed Victim,Female,Asian,9,2
2019,001,1-Lubbock,Confirmed Victim,Female,Hispanic,0,149
2019,001,1-Lubbock,Confirmed Victim,Female,Hispanic,1,78
2019,001,1-Lubbock,Confirmed Victim,Female,Hispanic,10,42
2019,001,1-Lubbock,Confirmed Victim,Female,Hispanic,11,44
2019,001,1-Lubbock,Confirmed Victim,Female,Hispanic,12,34
2019,001,1-Lubbock,Confirmed Victim,Female,Hispanic,13,34
2019,001,1-Lubbock,Confirmed Victim,Female,Hispanic,14,29
2019,001,1-Lubbock,Confirmed Victim,Female,Hispanic,15,24
2019,001,1-Lubbock,Confirmed Victim,Female,Hispanic,16,22
2019,001,1-Lubbock,Confirmed Victim,Female,Hispanic,17,13
2019,001,1-Lubbock,Confirmed Victim,Female,Hispanic,2,66
2019,001,1-Lubbock,Confirmed Victim,Female,Hispanic,3,72
2019,001,1-Lubbock,Confirmed Victim,Female,Hispanic,4,76
2019,001,1-Lubbock,Confirmed Victim,Female,Hispanic,5,46
2019,001,1-Lubbock,Confirmed Victim,Female,Hispanic,6,29
2019,001,1-Lubbock,Confirmed Victim,Female,Hispanic,7,39
2019,001,1-Lubbock,Confirmed Victim,Female,Hispanic,8,37
2019,001,1-Lubbock,Confirmed Victim,Female,Hispanic,9,49
2019,001,1-Lubbock,Confirmed Victim,Female,Native American,17,1
2019,001,1-Lubbock,Confirmed Victim,Female,Other,0,21
2019,001,1-Lubbock,Confirmed Victim,Female,Other,1,9
2019,001,1-Lubbock,Confirmed Victim,Female,Other,11,4
2019,001,1-Lubbock,Confirmed Victim,Female,Other,12,5
2019,001,1-Lubbock,Confirmed Victim,Female,Other,13,2
2019,001,1-Lubbock,Confirmed Victim,Female,Other,14,2
2019,001,1-Lubbock,Confirmed Victim,Female,Other,15,1
2019,001,1-Lubbock,Confirmed Victim,Female,Other,16,2
2019,001,1-Lubbock,Confirmed Victim,Female,Other,2,10
2019,001,1-Lubbock,Confirmed Victim,Female,Other,3,8
2019,001,1-Lubbock,Confirmed Victim,Female,Other,4,15
2019,001,1-Lubbock,Confirmed Victim,Female,Other,5,9
2019,001,1-Lubbock,Confirmed Victim,Female,Other,6,9
2019,001,1-Lubbock,Confirmed Victim,Female,Other,7,3
2019,001,1-Lubbock,Confirmed Victim,Female,Other,8,7
2019,001,1-Lubbock,Confirmed Victim,Female,Other,9,3
2019,001,1-Lubbock,Confirmed Victim,Male,African American,0,31
2019,001,1-Lubbock,Confirmed Victim,Male,African American,1,11
2019,001,1-Lubbock,Confirmed Victim,Male,African American,10,10
2019,001,1-Lubbock,Confirmed Victim,Male,African American,11,7
2019,001,1-Lubbock,Confirmed Victim,Male,African American,12,5
2019,001,1-Lubbock,Confirmed Victim,Male,African American,13,6
2019,001,1-Lubbock,Confirmed Victim,Male,African American,14,1
2019,001,1-Lubbock,Confirmed Victim,Male,African American,16,4
2019,001,1-Lubbock,Confirmed Victim,Male,African American,17,1
2019,001,1-Lubbock,Confirmed Victim,Male,African American,2,12
2019,001,1-Lubbock,Confirmed Victim,Male,African American,3,8
2019,001,1-Lubbock,Confirmed Victim,Male,African American,4,9
2019,001,1-Lubbock,Confirmed Victim,Male,African American,5,7
2019,001,1-Lubbock,Confirmed Victim,Male,African American,6,8
2019,001,1-Lubbock,Confirmed Victim,Male,African American,7,6
2019,001,1-Lubbock,Confirmed Victim,Male,African American,8,5
2019,001,1-Lubbock,Confirmed Victim,Male,African American,9,8
2019,001,1-Lubbock,Confirmed Victim,Male,Anglo,0,89
2019,001,1-Lubbock,Confirmed Victim,Male,Anglo,1,46
2019,001,1-Lubbock,Confirmed Victim,Male,Anglo,10,14
2019,001,1-Lubbock,Confirmed Victim,Male,Anglo,11,23
2019,001,1-Lubbock,Confirmed Victim,Male,Anglo,12,13
2019,001,1-Lubbock,Confirmed Victim,Male,Anglo,13,15
2019,001,1-Lubbock,Confirmed Victim,Male,Anglo,14,6
2019,001,1-Lubbock,Confirmed Victim,Male,Anglo,15,5
2019,001,1-Lubbock,Confirmed Victim,Male,Anglo,16,8
2019,001,1-Lubbock,Confirmed Victim,Male,Anglo,17,3
2019,001,1-Lubbock,Confirmed Victim,Male,Anglo,2,35
2019,001,1-Lubbock,Confirmed Victim,Male,Anglo,3,27
2019,001,1-Lubbock,Confirmed Victim,Male,Anglo,4,34
2019,001,1-Lubbock,Confirmed Victim,Male,Anglo,5,40
2019,001,1-Lubbock,Confirmed Victim,Male,Anglo,6,26
2019,001,1-Lubbock,Confirmed Victim,Male,Anglo,7,18
2019,001,1-Lubbock,Confirmed Victim,Male,Anglo,8,22
2019,001,1-Lubbock,Confirmed Victim,Male,Anglo,9,24
2019,001,1-Lubbock,Confirmed Victim,Male,Asian,0,1
2019,001,1-Lubbock,Confirmed Victim,Male,Asian,1,2
2019,001,1-Lubbock,Confirmed Victim,Male,Asian,10,1
2019,001,1-Lubbock,Confirmed Victim,Male,Asian,11,2
2019,001,1-Lubbock,Confirmed Victim,Male,Asian,2,1
2019,001,1-Lubbock,Confirmed Victim,Male,Asian,3,1
2019,001,1-Lubbock,Confirmed Victim,Male,Asian,4,1
2019,001,1-Lubbock,Confirmed Victim,Male,Asian,5,2
2019,001,1-Lubbock,Confirmed Victim,Male,Asian,6,3
2019,001,1-Lubbock,Confirmed Victim,Male,Asian,7,2
2019,001,1-Lubbock,Confirmed Victim,Male,Asian,8,1
2019,001,1-Lubbock,Confirmed Victim,Male,Hispanic,0,138
2019,001,1-Lubbock,Confirmed Victim,Male,Hispanic,1,72
2019,001,1-Lubbock,Confirmed Victim,Male,Hispanic,10,29
2019,001,1-Lubbock,Confirmed Victim,Male,Hispanic,11,30
2019,001,1-Lubbock,Confirmed Victim,Male,Hispanic,12,26
2019,001,1-Lubbock,Confirmed Victim,Male,Hispanic,13,23
2019,001,1-Lubbock,Confirmed Victim,Male,Hispanic,14,21
2019,001,1-Lubbock,Confirmed Victim,Male,Hispanic,15,12
2019,001,1-Lubbock,Confirmed Victim,Male,Hispanic,16,7
2019,001,1-Lubbock,Confirmed Victim,Male,Hispanic,17,5
2019,001,1-Lubbock,Confirmed Victim,Male,Hispanic,2,54
2019,001,1-Lubbock,Confirmed Victim,Male,Hispanic,3,68
2019,001,1-Lubbock,Confirmed Victim,Male,Hispanic,4,64
2019,001,1-Lubbock,Confirmed Victim,Male,Hispanic,5,57
2019,001,1-Lubbock,Confirmed Victim,Male,Hispanic,6,35
2019,001,1-Lubbock,Confirmed Victim,Male,Hispanic,7,36
2019,001,1-Lubbock,Confirmed Victim,Male,Hispanic,8,32
2019,001,1-Lubbock,Confirmed Victim,Male,Hispanic,9,32
2019,001,1-Lubbock,Confirmed Victim,Male,Other,0,17
2019,001,1-Lubbock,Confirmed Victim,Male,Other,1,6
2019,001,1-Lubbock,Confirmed Victim,Male,Other,10,5
2019,001,1-Lubbock,Confirmed Victim,Male,Other,12,3
2019,001,1-Lubbock,Confirmed Victim,Male,Other,14,2
2019,001,1-Lubbock,Confirmed Victim,Male,Other,15,1
2019,001,1-Lubbock,Confirmed Victim,Male,Other,2,8
2019,001,1-Lubbock,Confirmed Victim,Male,Other,3,5
2019,001,1-Lubbock,Confirmed Victim,Male,Other,4,5
2019,001,1-Lubbock,Confirmed Victim,Male,Other,5,6
2019,001,1-Lubbock,Confirmed Victim,Male,Other,6,3
2019,001,1-Lubbock,Confirmed Victim,Male,Other,7,3
2019,001,1-Lubbock,Confirmed Victim,Male,Other,8,3
2019,001,1-Lubbock,Confirmed Victim,Male,Other,9,3
2019,001,1-Lubbock,Confirmed Victim,Unknown,African American,2,1
2019,001,1-Lubbock,Confirmed Victim,Unknown,Anglo,1,1
2019,001,1-Lubbock,Confirmed Victim,Unknown,Anglo,2,1
2019,001,1-Lubbock,Confirmed Victim,Unknown,Anglo,3,1
2019,001,1-Lubbock,Confirmed Victim,Unknown,Anglo,4,1
2019,001,1-Lubbock,Confirmed Victim,Unknown,Hispanic,0,2
2019,001,1-Lubbock,Confirmed Victim,Unknown,Hispanic,15,1
2019,001,1-Lubbock,Confirmed Victim,Unknown,Hispanic,2,1
2019,001,1-Lubbock,Confirmed Victim,Unknown,Hispanic,4,2
2019,001,1-Lubbock,Confirmed Victim,Unknown,Hispanic,5,1
2019,001,1-Lubbock,Confirmed Victim,Unknown,Hispanic,8,1
2019,001,1-Lubbock,Confirmed Victim,Unknown,Hispanic,9,2
2019,001,1-Lubbock,Confirmed Victim,Unknown,Other,0,1
2019,001,1-Lubbock,Confirmed Victim,Unknown,Other,16,1
2019,002,2-Abilene,Not Confirmed,Female,African American,0,31
2019,002,2-Abilene,Not Confirmed,Female,African American,1,19
2019,002,2-Abilene,Not Confirmed,Female,African American,10,8
2019,002,2-Abilene,Not Confirmed,Female,African American,11,15
2019,002,2-Abilene,Not Confirmed,Female,African American,12,14
2019,002,2-Abilene,Not Confirmed,Female,African American,13,13
2019,002,2-Abilene,Not Confirmed,Female,African American,14,12
2019,002,2-Abilene,Not Confirmed,Female,African American,15,14
